,aggregate_gene_expression
KYNU,10351.0
CPNE3,33030.0
ANKS4B,12639.0
DCN,961.0
MOCS2,14170.0
LMOD2,15105.0
TRIM13,12938.0
MYL7,12225.0
CFLAR,9953.0
DPY19L4,18491.0
ARL15,10923.0
ZBTB2,12566.0
FBXL20,12196.0
CD84,14904.0
SRRM2,5459.0
ZMYM1,13491.0
LOC110259691,9694.0
MGP,1256.0
SF3B1,11003.0
LOC110255652,13512.0
LOC110261306,11298.0
RRP8,12388.0
ANKRD42,12830.0
LYRM7,14431.0
WDR33,13396.0
YPEL1,12619.0
MACF1,14529.0
LMO7,28477.0
TTC14,9052.0
MYL3,12984.0
MBD5,18008.0
SOX6,14000.0
LOC100302368,11396.0
FILIP1,9337.0
PPIP5K2,17251.0
LOC100513362,11828.0
STRN,13763.0
SAMD5,10991.0
LOC102158906,12481.0
FILIP1L,10475.0
LOC106505107,9035.0
LOC106505411,11543.0
LOC110259304,13868.0
AGL,15464.0
ATF7IP,10601.0
NPPB,6903.0
CPT1B,18370.0
CALD1,14335.0
HNRNPH1,7553.0
ACTG1,12272.0
SLC16A10,16072.0
PNPLA4,18462.0
CTNND1,10206.0
NEK4,7935.0
TRPC1,14109.0
DDX46,5546.0
MLIP,16460.0
NAIF1,13480.0
LOC110256118,9438.0
GGCX,13686.0
ACTB,12815.0
LOC110257314,12423.0
DES,13818.0
AP4S1,12052.0
RBFOX2,12379.0
YIPF4,12985.0
IGFBP5,510.0
SMG1,10087.0
LOC106506279,10258.0
LOC106508918,13037.0
SFPQ,8847.0
LIMS1,11516.0
AKAP9,6464.0
NOC3L,10658.0
GPATCH2,11206.0
HOOK3,10819.0
ARL14EP,9953.0
HIVEP2,10583.0
ZRANB2,5711.0
LPP,14923.0
LOC110261595,16677.0
LOC110257311,8620.0
NFAT5,13211.0
ITGB1,10518.0
LOC110257073,3679.0
PAG1,9779.0
UBE3A,7516.0
FAM227B,7317.0
LAMA2,6169.0
SEC61A1,11193.0
ELAC1,10520.0
LOC100521069,12004.0
PEX19,10479.0
ACSM5,10419.0
PGBD1,8985.0
LOC106508625,7203.0
LOC397451,8638.0
ENKUR,10917.0
DST,7521.0
GOLGA4,7005.0
NTRK2,12759.0
LOC106510599,8767.0
CASP10,8824.0
SLC39A14,12090.0
PRRC2C,5297.0
LOC110260596,10224.0
LOC102167727,10384.0
ADCY6,21973.0
LOC102164547,14907.0
LOC100737186,11476.0
SYNE2,7367.0
MAML2,5591.0
HNRNPU,10374.0
PNN,4674.0
CD109,9705.0
PCM1,7580.0
SPATA6,7894.0
NLRC3,10549.0
NACA,13870.0
LOC102161091,9454.0
LOC100737218,10056.0
LOC110255544,7596.0
GK,13162.0
KLF12,14838.0
UVSSA,11377.0
DGKH,7520.0
SRSF5,7024.0
LOC100520317,10805.0
MITD1,11698.0
LRMDA,9001.0
NOXRED1,9949.0
THBS1,1491.0
ZCCHC11,6158.0
LRRFIP2,10875.0
MAP3K5,19115.0
DUSP11,8122.0
LOC110255653,11290.0
HOMER1,13019.0
VAPB,8291.0
C15H2orf88,12764.0
LOC110260676,8706.0
PPM1K,8327.0
MYOZ2,24181.0
VEGFA,14587.0
OSGEPL1,10779.0
ECHDC1,9817.0
ZNF84,13243.0
MBNL1,13125.0
LOC100520512,611.0
JUN,6746.0
BTG2,4068.0
PIK3R1,5871.0
LDB3,19340.0
LOC110261250,9097.0
ANKRD6,10643.0
CPEB4,14261.0
ARGLU1,3654.0
PRPF4B,4129.0
GADD45G,6292.0
KSR1,9246.0
MYL6,21468.0
ST7,11426.0
DNAJB4,15093.0
LOC110260441,8767.0
TTC5,8680.0
ZNF605,7521.0
GLUL,3428.0
NRAP,17020.0
DCP1B,7928.0
LARP7,6513.0
HNRNPDL,8676.0
CIRBP,8761.0
ACER3,8568.0
EXOC4,7521.0
BCL2,7991.0
LOC100621388,8692.0
LOC100620825,8126.0
SLC6A20,8629.0
LTV1,8177.0
CTCF,7724.0
UBR2,8319.0
SASH1,6564.0
SDR42E1,9466.0
ACIN1,9458.0
NUDT6,8121.0
LOC100520273,10318.0
PCNP,10208.0
LOC100521680,4671.0
LOC110256171,8509.0
CELF2,6725.0
ZNF644,8567.0
TRPM7,9287.0
LOC100513397,6662.0
STXBP4,10892.0
RORA,6698.0
C14H10orf62,8916.0
LOC102163381,8876.0
LOC102166633,8572.0
TNIP2,8099.0
LOC110256684,8936.0
ARMC2,4992.0
LOC102165098,9280.0
LOC106506763,7131.0
EIF4A2,7000.0
PPP1R3G,8193.0
LOC106507710,8025.0
MDM4,9510.0
LOC110259451,8744.0
LOC100624329,4985.0
MYOM2,14575.0
SSR3,6837.0
RNF168,5506.0
LOC100523609,8929.0
SRRM1,9941.0
NBEAL1,7569.0
LOC110260100,10445.0
TSPAN12,13873.0
MAVS,10005.0
CDK12,9218.0
PXMP4,9685.0
ESRRG,13391.0
LOC110261048,8784.0
SNRNP70,7384.0
TOMM70,9665.0
PLCH1,7383.0
MAP4,7165.0
EBF1,2639.0
GCDH,9470.0
CHRAC1,8304.0
ASPRV1,9166.0
PDE1C,8370.0
HNRNPL,14642.0
LOC100519853,7215.0
LOC106505679,9526.0
LOC110255935,8727.0
ZNF470,8973.0
MSH3,9707.0
KANSL3,7988.0
AGO4,7593.0
MBD1,8961.0
ZNF581,7552.0
IL33,6783.0
PLEKHA5,8082.0
ACSS3,18931.0
PRR16,11394.0
ST7L,8270.0
LOC106509301,8720.0
ASB4,8005.0
HOMER2,13335.0
LOC110261648,3346.0
MAP2K5,7398.0
HEXIM2,8114.0
LOC102166500,7618.0
RNF207,16813.0
LRRFIP1,7535.0
LOC106504991,6831.0
HDAC9,9715.0
LOC100524391,8473.0
TMEM65,8987.0
LOC110259890,6901.0
PPP2R2B,8703.0
EID3,10213.0
FSCN2,4989.0
CHIC2,7904.0
EMC2,10091.0
ADGRD1,1947.0
CREBZF,6087.0
TMEM200A,10686.0
LOC102167067,4472.0
LOC102161584,7618.0
SIAH1,7907.0
LOC110255861,4569.0
GXYLT2,6081.0
MMP11,7644.0
LRRC2,14904.0
CDC14A,7862.0
HKDC1,8697.0
CENPJ,11110.0
LOC102162007,11881.0
JARID2,15941.0
LRCH3,12818.0
CD163,396.0
RBM39,6072.0
ZNF81,7353.0
PYGB,17969.0
ZC3H11A,6739.0
LOC102167692,7046.0
RB1CC1,6033.0
BLCAP,12292.0
CTSC,10211.0
ANK3,8501.0
LOC110257855,8473.0
CHODL,7241.0
LOC106509692,9061.0
LOC106509733,5327.0
AKAP13,5781.0
LOC110260681,8742.0
DAP3,8611.0
TNFSF9,5841.0
LOC110257077,7801.0
DNAJA2,8227.0
FNBP4,3584.0
ZNF462,7569.0
C9H1orf186,6599.0
TTC33,7852.0
SRSF10,8551.0
RPS2,5754.0
JMJD1C,4205.0
CNOT10,8923.0
ITPRIP,7608.0
CRIPT,7980.0
LOC102164650,7758.0
SUN2,3981.0
FRMPD4,7374.0
PRICKLE2,10139.0
METAP1,8116.0
LOC102160780,4836.0
SPATA17,8691.0
UBXN2A,6690.0
MIER1,5640.0
LOC102158214,6077.0
LOC106510411,7201.0
TRAF6,12042.0
LOC102165633,7594.0
ACTN2,22977.0
MFAP5,519.0
AHNAK,3726.0
NRF1,7730.0
LOC100517194,9713.0
PPP1R12A,9320.0
AASDH,6755.0
CACNA1C,11042.0
ADPRH,9605.0
ARHGEF18,6793.0
SLU7,6217.0
UTRN,4468.0
ZNF106,9452.0
APAF1,6042.0
ZNF304,6170.0
CDNF,6652.0
XRCC4,6871.0
PHF14,6314.0
EPHB6,6030.0
LOC110256643,4084.0
MEF2C,2863.0
LOC110256084,5008.0
ACTR3,6173.0
DCLRE1B,8290.0
ZNF397,8093.0
PTGER3,9621.0
MITF,15856.0
ZCCHC8,6782.0
RUNX1T1,6782.0
SARNP,7675.0
LOC106507649,11067.0
ALDH16A1,5684.0
CCNT2,6894.0
ENTPD1,6087.0
PKNOX1,5268.0
LOC106510131,6186.0
NPTN,9839.0
PHLDB2,9677.0
IL17B,12728.0
LOC102162071,3960.0
LOC110256056,7034.0
EEF1A1,2801.0
TNS1,8122.0
LOC110259371,7666.0
SYNM,9018.0
INPP4B,8053.0
ASH1L,4687.0
ZUFSP,7583.0
SOX4,8093.0
DGKZ,8766.0
NSD3,5050.0
IGF2,395.0
LOC110260756,5516.0
ZBTB25,7950.0
SLC9B2,10377.0
MTPAP,7436.0
B3GALT5,7172.0
DOCK10,16786.0
TRAF5,8720.0
ADRA1A,6629.0
LOC110257596,9891.0
SLC5A8,8549.0
MKL2,5464.0
SLC38A9,6405.0
RPLP1,3816.0
CARS,7962.0
LOC106509455,6769.0
LOC110256765,12047.0
LOC110260244,6677.0
LRRC34,7214.0
SREK1,6337.0
LOC102157424,6114.0
SLC38A2,6532.0
ZNF197,6310.0
YTHDF2,5836.0
TIRAP,7976.0
LOC102160670,7137.0
TTC4,8327.0
LOC110261318,8528.0
SLC35B4,11858.0
CCNL2,6085.0
SRSF7,5877.0
TINF2,5529.0
PGM1,5570.0
PRPF40A,5406.0
POU1F1,9606.0
LOC110259220,5906.0
USP15,6854.0
FOXN3,7003.0
GOSR2,5342.0
RNPC3,4513.0
IL12RB2,7866.0
LOC100737511,7813.0
LOC110260809,6329.0
TMEM192,6994.0
ZNF143,6357.0
SATL1,7456.0
DCUN1D2,5542.0
CD86,8447.0
MPDZ,6193.0
TMC7,16360.0
SLC16A7,13170.0
SLMAP,14284.0
CHD9,3612.0
LOC106504205,7184.0
PCDH7,7873.0
SNAP29,7296.0
LOC102161749,7241.0
LOC110261188,9470.0
BRAF,6961.0
MKLN1,6965.0
CDH2,9951.0
SAT1,733.0
RSRC1,6218.0
LOC100521972,7000.0
CWF19L1,7204.0
LOC100517712,5864.0
ATRX,3935.0
EIF2AK2,4489.0
GIPC2,6385.0
FMO2,3709.0
DYRK1A,8641.0
ACADSB,8687.0
KIAA0408,5932.0
ACYP1,8855.0
LCT,6319.0
YAE1D1,5270.0
TRMT10C,7671.0
ZNF35,5560.0
ERI1,6675.0
CFAP126,6437.0
ZNF292,3603.0
LOC102165834,7797.0
LOC110255744,6353.0
C14H1orf131,8192.0
LOC110257054,5383.0
LOC102165318,8659.0
ZNF41,6916.0
GLT8D1,6953.0
FGD4,6528.0
KTN1,2415.0
CEBPZOS,6773.0
LOC110260246,6738.0
TMEM236,4518.0
LOC100525417,7508.0
VPS13C,6730.0
PAPD4,7092.0
LOC100152848,8502.0
DEK,5287.0
LOC102161032,8345.0
CTNNA3,8650.0
ZBTB37,6565.0
AGO3,6593.0
GJA1,7351.0
ANKRD12,1776.0
LRRC8D,4847.0
ZDBF2,5101.0
FAM76A,7757.0
NAV2,8637.0
SLC41A1,6479.0
PPP3CC,6721.0
LOC100512977,8490.0
RBM5,4367.0
RERE,3516.0
KMT2E,3897.0
KLHL24,17108.0
RCHY1,5624.0
LOC110255459,6772.0
LOC102167697,6470.0
NUGGC,6884.0
PDLIM7,11985.0
MTMR8,6134.0
KCNJ2,9820.0
LOC100523215,5957.0
ZC3H10,4645.0
GCNT1,6054.0
ATXN1,7425.0
ACAP2,3996.0
LOC102159014,6737.0
H6PD,6705.0
LOC102165363,6389.0
MAST4,7240.0
TBCCD1,8449.0
LOC110256014,5312.0
PIP5K1A,4712.0
PER1,5239.0
TNFSF10,4429.0
GRIK1,8564.0
TMEM30A,8624.0
LOC110260332,5104.0
LOC106508127,5518.0
RHOQ,8347.0
GTF2E1,6758.0
FOXP1,5591.0
LOC102164818,7061.0
LOC110255500,6858.0
LOC106507496,6431.0
SEMA5A,4174.0
INSR,10506.0
COL4A2,1935.0
PKP2,9265.0
RBMX,10321.0
OIP5,7414.0
LOC106506539,4346.0
TRIM55,11339.0
OST4,5527.0
TMSB4X,757.0
LOC110259416,2558.0
CYP4V2,6175.0
DPH6,6284.0
LOC110261142,5968.0
KMT2C,3345.0
DOCK7,5219.0
FRMD4A,4222.0
ZNF764,6535.0
ASB10,5398.0
CHD2,5543.0
TCF12,4780.0
LOC102163764,8291.0
LOC110256161,4015.0
PAK2,5747.0
LOC100514340,4424.0
CELF1,5908.0
LOC110260347,5498.0
LOC110261324,5750.0
ZNF146,6010.0
MPHOSPH8,2584.0
LOC110261787,4776.0
NAGK,5677.0
BRI3BP,4900.0
TPT1,4750.0
SLTM,4742.0
LOC110255297,5934.0
ARHGAP24,5519.0
LOC110255759,4349.0
SYNE1,4801.0
LOC100623639,5234.0
ZNF331,7116.0
TYK2,6088.0
LOC100624077,819.0
GEMIN2,5808.0
LOC100524923,9485.0
LOC102157791,9186.0
RIPOR2,6634.0
CRY1,5981.0
LAMC1,2224.0
GNA15,5356.0
BORCS7,7259.0
EGR1,598.0
LOC102159476,6504.0
KIF1B,5412.0
VEZT,6571.0
PLAGL1,4459.0
FOPNL,5422.0
LOC102164595,9819.0
GNAS,3177.0
GGPS1,5581.0
GRK5,6698.0
DSN1,4898.0
RFX5,6621.0
PTMA,1752.0
LOC110256034,6365.0
RETREG1,9232.0
LOC100623720,691.0
GMEB1,6011.0
NFIB,4075.0
TBL2,5917.0
CPSF6,5270.0
STXBP6,6631.0
SUSD1,8060.0
EMR4,6347.0
TRA2B,1702.0
LOC110261467,7202.0
NUP54,4479.0
LAMA4,3377.0
RPS24,3633.0
SOCS5,6453.0
PKD2,4543.0
ASAH2,3917.0
CCDC12,4932.0
LOC106507755,5290.0
LOC102167685,4515.0
NUFIP2,4062.0
KLF6,2923.0
HP1BP3,4315.0
LOC100738812,4851.0
RBM15,5373.0
LOC106506681,5155.0
THSD4,5667.0
DISP2,5983.0
RBM26,4791.0
DNMT3A,4034.0
NIN,3748.0
B3GNT6,5400.0
LINGO4,6166.0
SVIL,8858.0
CNR1,4942.0
LARP1,6432.0
WSB1,2386.0
ZNF135,4761.0
EHBP1,10256.0
LOC102165528,6102.0
LOC106507787,5493.0
ETFBKMT,4904.0
LOC110257543,6669.0
LOC100738134,5530.0
RNF135,6604.0
LPL,5028.0
FGL2,7987.0
LOC110260979,7173.0
NFIA,4303.0
GFOD1,6386.0
U2SURP,3488.0
IRS2,4472.0
ENAH,6299.0
LOC100152566,8805.0
RINT1,4396.0
TBC1D5,6325.0
ZNF283,5504.0
RAPGEF2,6572.0
POU5F2,4859.0
GDAP2,5410.0
B2M,451.0
SLC46A3,4380.0
IKZF2,17865.0
DIAPH2,1910.0
SOX5,3827.0
ZBTB8A,5297.0
LOC106505250,6246.0
ERCC6,4282.0
PPP3CB,4716.0
HNRNPF,4624.0
LOC110261321,6291.0
HELB,4790.0
LOC110260438,6754.0
LOC100624226,2280.0
GIGYF1,6035.0
PDK4,11108.0
QSER1,5188.0
UIMC1,4098.0
ZNF280D,5083.0
LOC110257189,6010.0
FBXW7,11545.0
COX7C,9432.0
VWA5A,5410.0
LARP4B,5438.0
LOC110257243,5587.0
FLNA,8671.0
HS2ST1,3640.0
PTP4A2,4635.0
LOC110260289,5161.0
TESPA1,6059.0
LOC100519643,5601.0
NAALADL2,5813.0
ENPP3,2600.0
MMRN2,4904.0
FKRP,4309.0
CHD1,5155.0
YBX3,3938.0
SNX1,5580.0
MARCH7,5561.0
BBIP1,4567.0
TARSL2,5041.0
LOC110256756,5525.0
LOC110256306,4836.0
RPE,5432.0
FAM237A,4687.0
CAMK2A,10992.0
LOC100623534,4561.0
SFXN3,6709.0
CREB5,9133.0
RPGR,4711.0
CCND1,9332.0
ZNF572,5476.0
PLSCR4,2027.0
LCORL,3605.0
PER3,4435.0
CCSER2,4531.0
SETX,4319.0
ATP6AP1L,4265.0
PPFIBP2,6473.0
TNNC1,6844.0
EPG5,4914.0
GHSR,7967.0
IL6ST,2192.0
PLXDC2,3333.0
LOC110262100,5619.0
TSPAN5,3935.0
RBPJ,1372.0
SRPK2,4830.0
FKBP5,3492.0
LRRC66,5381.0
LIN7A,7507.0
PFKFB2,6789.0
RNF8,5944.0
LOC102167078,5757.0
LOC110256614,5238.0
RPL10,2885.0
MYSM1,4723.0
TEAD1,4713.0
TXNDC16,5393.0
LOC100152209,7247.0
TESC,6148.0
TMEM245,5415.0
SIKE1,4636.0
RIMS1,5983.0
LOC102163402,4281.0
ZFP36L1,1700.0
CCDC14,3682.0
LOC100621431,5237.0
APBA3,3406.0
PDE7A,9105.0
OBSCN,6473.0
ATP5E,4515.0
RHOF,5282.0
NIPBL,2371.0
SIRT1,4908.0
LOC100511275,5800.0
CREBRF,3354.0
CD200,5945.0
SLFN11,4792.0
MRPL1,5542.0
ANK1,10063.0
RASA4B,6097.0
SPARCL1,809.0
LOC110257158,2465.0
LMNTD1,4917.0
LMBR1L,6099.0
ARHGAP28,2764.0
LUC7L,4214.0
PPIG,4242.0
SPPL2A,5840.0
KIAA0391,4726.0
CST3,761.0
PTK2B,5395.0
SRSF11,2652.0
FAM198B,4180.0
FKBP15,5317.0
ZNF614,5258.0
ZBTB38,4917.0
MYCBP2,2140.0
PKN2,1959.0
PDE4B,5363.0
RPS8,2081.0
LOC106507881,6648.0
C14H1orf198,7663.0
RAD51B,5030.0
NFE2L2,5875.0
LOC110255190,7930.0
SLCO1A2,6220.0
RBM23,4673.0
EIF4G2,5773.0
LOC102162605,5718.0
PCGF5,8320.0
PLN,10263.0
ABCD1,7975.0
ATP2C2,11149.0
ZNF668,4441.0
NUDT9,4015.0
KDM2A,3125.0
SAMD12,5949.0
LOC106506052,4099.0
ARPP21,4714.0
BDH2,4647.0
ZZZ3,6676.0
ADAP2,3878.0
FLYWCH1,5788.0
RDH10,4453.0
TNFAIP8,4792.0
LOC100739425,2641.0
MED13L,2261.0
MBOAT2,5207.0
XRN1,2089.0
HNRNPA2B1,2271.0
THAP9,5790.0
ZNF582,5000.0
TSTD3,5962.0
LOC110260355,3057.0
PAFAH2,4822.0
MGEA5,3979.0
LOC110255435,5018.0
OMD,2779.0
RRAD,11401.0
LOC100626250,4567.0
RPS15,2812.0
MED6,4796.0
ASB16,6907.0
ENPP4,5369.0
RSRC2,2040.0
LOC100512341,8211.0
RNF223,5065.0
ZNF789,3829.0
EN1,24930.0
LOC110257277,8868.0
SCRG1,4414.0
MPHOSPH9,4499.0
ACTR8,5220.0
NMRK2,5113.0
USP45,7797.0
WIPI2,4349.0
LRIG2,4604.0
FAM126A,3669.0
ATG7,5440.0
TRAK1,4921.0
SESN1,5676.0
NFYC,5372.0
C3H2orf73,8501.0
LOC102166063,5124.0
LOC100517751,5049.0
RNF125,3501.0
CD47,5502.0
CRNKL1,4232.0
KMT2A,3659.0
ZBTB16,3146.0
CFD,458.0
AKAP14,5287.0
MLKL,4740.0
TIPIN,4886.0
PHLDB1,6039.0
ARID5B,3986.0
LOC110261284,4495.0
NID1,2760.0
HSP90B1,4001.0
TRIP11,6292.0
DENND2A,2979.0
MXRA7,3656.0
C1GALT1,5198.0
TRIM52,5565.0
XYLB,4336.0
ERBIN,4502.0
ADAMTS5,286.0
LOC102160748,14872.0
TULP4,3382.0
ZEB2,1120.0
RBM25,2400.0
ZFYVE16,3371.0
TMSB10,481.0
RWDD2B,4386.0
LOC102161092,5341.0
ST3GAL4,3605.0
ZNF8,3540.0
LOC100516355,5016.0
BDH1,5201.0
TMEM182,8380.0
MYOM1,5075.0
CDC14B,5115.0
RAB11FIP4,8994.0
ESF1,3996.0
LOC100620498,4061.0
VPS13B,5408.0
DDX58,4158.0
USP16,4693.0
LOC100520452,4624.0
LOC100151870,3681.0
CDC42EP3,6122.0
PML,3413.0
GATA6,6607.0
GLRA3,4607.0
RPL13A,2256.0
LRRTM3,8754.0
ZNF518A,3454.0
ANKRD65,4174.0
ITM2B,1491.0
SLC16A14,4977.0
CAST,4733.0
ZNF594,5784.0
LOC110256047,3963.0
MFSD4B,4593.0
ANGEL2,3400.0
LOC100624067,5432.0
VIM,489.0
GAPVD1,3696.0
ASB13,3979.0
RPUSD4,4893.0
TMF1,4038.0
ARHGEF6,5921.0
N4BP2L2,3984.0
LAMB2,4257.0
SLC13A5,4673.0
DNAJC16,4373.0
EFNA5,6524.0
TRAPPC8,4728.0
LOC106509622,4695.0
PPFIA1,3768.0
LOC100522281,5351.0
COG6,4302.0
CCDC186,2520.0
ZNF436,5521.0
TGFA,4026.0
TMEM72,4794.0
HNRNPLL,4793.0
CCDC82,3377.0
SPON2,334.0
ITGB1BP2,7875.0
FERMT2,3152.0
GLG1,4481.0
EPB41L5,5175.0
TET2,2851.0
ADAM7,4747.0
PPP1R12B,6344.0
LOC110261285,4122.0
KIF3B,5150.0
LOC110256702,4684.0
TBC1D32,4392.0
CIITA,3951.0
MAP7D1,3467.0
HECW1,4559.0
LOC106508724,5332.0
RNF19A,4338.0
MARCKS,509.0
LOC110255782,15832.0
FBXO25,3100.0
ISPD,5391.0
ZNF7,5288.0
EREG,4141.0
CLIC6,4404.0
ACOX1,4270.0
LOC102166622,5304.0
ATM,4250.0
RPAP3,3958.0
MALT1,4470.0
PRKAA2,7910.0
F11,6583.0
LOC110262049,3276.0
SSH1,3089.0
HPGD,825.0
DCK,3851.0
THOC2,2392.0
FZD3,5151.0
ZYG11B,5469.0
SCAF11,1915.0
LAMB1,1963.0
LOC110257026,3334.0
RPL27A,2442.0
LOC102159599,3790.0
SCAF8,3273.0
ARHGAP5,2593.0
LOC106508271,1519.0
IMMP2L,4226.0
CCNB1IP1,5687.0
BRD9,3685.0
SLC26A1,3650.0
LOC110262225,4587.0
C12H17orf80,3814.0
ADNP,3783.0
PRELID3A,5650.0
AGGF1,4473.0
SGIP1,4578.0
RGMA,1454.0
DCLK1,3309.0
AVIL,4413.0
GPR21,3834.0
ARL16,4287.0
MEST,3856.0
ATF7,4542.0
GIMAP1,1704.0
CYP27B1,4974.0
TMEM241,3893.0
RMDN2,5260.0
CACNB2,4932.0
PPP1R10,4198.0
SLA-1,385.0
ZNF333,5189.0
RBM20,7030.0
LOC110260091,4365.0
ENPP1,2431.0
CFDP1,2330.0
LOC110256637,3095.0
METTL25,3773.0
COLGALT1,3072.0
ZCCHC24,4012.0
DOCK5,4310.0
ZNF511,3528.0
LOC110259828,3493.0
GABPB2,3814.0
RPS29,2945.0
DDIT4L,9364.0
LOC102158192,5391.0
PELI1,3014.0
NEK5,4920.0
UBE2H,4947.0
ACOT13,5771.0
ELK4,3051.0
ABCC5,3240.0
DMTF1,4361.0
FTH1,2035.0
SPATA6L,5691.0
CIPC,6533.0
TXLNB,2396.0
LOC102165822,6039.0
MTERF3,4035.0
LOC102166005,4107.0
LOC100736666,3890.0
BAG4,5049.0
GALNT15,4283.0
ARF1,4217.0
RABGAP1L,3734.0
STEAP2,5743.0
RNF152,3078.0
LOC100737021,5047.0
EML4,13345.0
LANCL2,3849.0
LOC100737060,3812.0
SNX7,3948.0
CXADR,4935.0
PTP4A3,6338.0
LOC110260905,3574.0
LOC102160389,4980.0
TARDBP,3749.0
ST3GAL5,3538.0
FBXL18,2945.0
CCDC141,6865.0
UPF2,1868.0
LOC110260060,5280.0
DIRC2,5258.0
EPB41L2,351.0
GOLGB1,1006.0
SLC12A7,4803.0
CMTM7,3529.0
RHOBTB2,4447.0
SYT16,4853.0
PRR7,2796.0
LOC102163845,3580.0
POGLUT1,4435.0
ZNF662,4632.0
SERF2,5422.0
SPRY1,372.0
SRL,6403.0
NUP43,4510.0
LOC100621494,3806.0
ASB15,3991.0
JPH1,8344.0
ZNRF1,5854.0
EPB41,3923.0
DDHD2,3512.0
EMP2,3122.0
DCAF11,4891.0
FSTL1,1164.0
LOC110257276,5386.0
LOC100525346,4061.0
LOC106505879,6999.0
LOC102165110,3798.0
TRIM72,3698.0
POFUT1,3665.0
PPP4R1L,4266.0
LOC110261654,5464.0
LOC100736659,4331.0
GTF2H3,4434.0
ZFC3H1,1652.0
LOC100523897,3557.0
ZC3H8,6264.0
FAM151B,4171.0
SMAD4,3848.0
MLLT6,4000.0
SUPT20H,4079.0
HECTD4,3136.0
LOC102165008,4132.0
TUBGCP6,3883.0
ZNF207,5313.0
LOC102158108,3825.0
LOC110256850,5835.0
MTFR2,3757.0
FNDC3A,2810.0
KIAA0754,2773.0
LOC100515643,3896.0
TMEM132D,3550.0
CXHXorf21,2949.0
BPTF,1311.0
VWA3B,5281.0
TM4SF19,3995.0
ATP5B,7134.0
EIF1,2363.0
LOC110259948,3171.0
STRN3,2936.0
RPS20,1658.0
NDUFS6,5876.0
LOC100739365,7626.0
ST8SIA5,4164.0
RPL23,1536.0
KLHL15,3908.0
SPAG9,1619.0
SLC25A40,4291.0
C3AR1,4087.0
NVL,3164.0
EEF2,2285.0
LOC110255743,4401.0
RMND5B,4572.0
CTGF,3356.0
NOVA1,1400.0
MOB1B,3190.0
SAP18,3668.0
RPL7A,2250.0
LOC102166619,4249.0
ZBTB5,4684.0
RMDN1,3896.0
ARHGEF2,3372.0
BCL2L13,4764.0
LOC100511862,3879.0
LOC102160169,3882.0
BOD1L1,1246.0
ZNF664,9860.0
ADAL,3570.0
NDRG2,4458.0
LOC110261989,3715.0
YIPF1,2989.0
FAT1,4870.0
RNMT,2701.0
SNTB2,5341.0
LOC100524378,3721.0
C14H12orf49,5195.0
YPEL2,3153.0
LOC110260087,5129.0
FAM185A,4449.0
