Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	Angiogenesis	14/36	0.045989632155	0.2090437825227276	0	0	1.911643510921489	5.886598982801837	APP;NRP1;POSTN;JAG1;LUM;LPL;FSTL1;VEGFA;VCAN;COL3A1;CCND2;COL5A2;ITGAV;FGFR1
MSigDB_Hallmark_2020	Hedgehog Signaling	13/36	0.0920117475891986	0.3776324617484382	0	0	1.697465584432568	4.049879624575685	NRP1;VLDLR;ETS2;PML;VEGFA;ADGRG1;CDK6;DPYSL2;RASA1;HEY2;NF1;MYH9;NRCAM
MSigDB_Hallmark_2020	TGF-beta Signaling	18/54	0.1062379735816504	0.3776324617484382	0	0	1.5018065034122845	3.367160814836491	CDKN1C;BCAR3;SMAD1;WWTR1;SMURF2;XIAP;ARID4B;THBS1;HIPK2;NCOR2;TJP1;FNTA;APC;JUNB;SKIL;SPTBN1;TRIM33;BMPR1A
MSigDB_Hallmark_2020	Apical Junction	58/200	0.1103166322152139	0.3776324617484382	0	0	1.2279968764427929	2.7069970185410046	CD86;ITGB1;B4GALT1;CTNND1;WASL;ACTB;CX3CL1;ACTG1;TIAL1;ADAMTS5;AKT2;RAC2;SIRPA;IKBKG;HADH;ACTN2;MMP2;ACTN4;RHOF;ACTA1;VCAN;CLDN14;RASA1;CDH11;EXOC4;PECAM1;ADAM9;MYH9;EVL;VCL;ARHGEF6;NLGN3;CD274;NEXN;GNAI2;EPB41L2;NRAP;CTNNA1;MAP3K20;SYMPK;FLNC;MYH10;MPZL1;CD99;MPZL2;CADM2;MPP5;TJP1;DLG1;NFASC;PTPRC;ACTC1;ZYX;NF1;TGFBI;NECTIN3;NECTIN2;FBN1
MSigDB_Hallmark_2020	Apical Surface	15/44	0.1132897385245314	0.3776324617484382	0	0	1.5533842908034448	3.382970691516213	LYN;SRPX;APP;B4GALT1;ATP8B1;PCSK9;HSPB1;SLC2A4;BRCA1;EFNA5;CX3CL1;DCBLD2;SCUBE1;IL2RB;GAS1
MSigDB_Hallmark_2020	Hypoxia	56/200	0.1826595513197163	0.5372339744697541	0	0	1.168554476806904	1.9866959647553435	CDKN1C;SRPX;BTG1;ZNF292;HDLBP;IRS2;RORA;SLC2A3;VLDLR;RBPJ;NR3C1;ENO3;ETS1;HK1;AKAP12;ZFP36;ATP7A;PPFIA4;PGM1;TPD52;BNIP3L;WSB1;ANXA2;DUSP1;DCN;JMJD6;PPP1R3C;DDIT4;MYH9;ALDOB;ALDOA;GAPDH;ATF3;KDM3A;SDC4;NEDD4L;FOXO3;NOCT;PPARGC1A;CA12;JUN;DTNA;MAP3K1;CAVIN1;HSPA5;KLHL24;PNRC1;FOSL2;VEGFA;KLF7;KLF6;NAGK;P4HA2;BCL2;TGFBI;PAM
MSigDB_Hallmark_2020	heme Metabolism	56/200	0.1826595513197163	0.5372339744697541	0	0	1.168554476806904	1.9866959647553435	ISCA1;BTG2;NARF;PIGQ;HBB;SLC7A11;NR3C1;BACH1;PSMD9;NNT;RNF19A;BSG;PGLS;FBXO7;RBM5;TNS1;CTSB;MAP2K3;CAST;BNIP3L;ARHGEF12;RAD23A;VEZF1;GAPVD1;ANK1;KAT2B;MINPP1;DAAM1;BMP2K;TOP1;KDM7A;USP15;EPB41;GMPS;FOXO3;CLCN3;TRAK2;C3;TSPAN5;DCAF11;CDR2;ATP6V0A1;MOCOS;NEK7;MBOAT2;KLF3;MFHAS1;SLC25A37;ALDH6A1;SYNJ1;P4HA2;TCEA1;YPEL5;LPIN2;NFE2L1;TNRC6B
MSigDB_Hallmark_2020	Unfolded Protein Response	32/113	0.236718991134128	0.6575527531503557	0	0	1.186378004413431	1.709430157422947	EIF4A2;EIF4A1;FKBP14;GOSR2;CEBPG;SLC1A4;SDAD1;HSP90B1;HERPUD1;RPS14;KHSRP;KIF5B;SSR1;SEC31A;NOP56;TTC37;HSPA5;FUS;EEF2;YWHAZ;ARFGAP1;VEGFA;CNOT4;SPCS3;CNOT6;MTHFD2;DDIT4;CALR;ATF6;ATF3;EXOC2;ATF4
MSigDB_Hallmark_2020	G2-M Checkpoint	54/200	0.2798543970676088	0.7364589396516023	0	0	1.1107855247633345	1.4145696165558082	CCNT1;AMD1;HNRNPU;ARID4A;CTCF;SMC4;SYNCRIP;XPO1;CCND1;EXO1;KIF5B;HMGN2;TNPO2;SS18;SMARCC1;ATRX;LIG3;PRPF4B;SMC1A;CDC25B;SFPQ;EWSR1;INCENP;NUP50;SRSF2;NUP98;TOP1;KPNB1;PAFAH1B1;NOTCH2;YTHDC1;CUL3;SRSF1;HMMR;PDS5B;RASAL2;EFNA5;PURA;WRN;TRA2B;G3BP1;MAP3K20;DMD;SRSF10;PLK4;BARD1;HSPA8;CDC7;FOXN3;MEIS2;PML;STAG1;MARCKS;HNRNPD
MSigDB_Hallmark_2020	IL-2/STAT5 Signaling	53/199	0.3216822576244853	0.7653705660812511	0	0	1.08999504334992	1.2362625662358642	CDKN1C;CD86;CYFIP1;NRP1;PHTF2;ECM1;RNH1;CD81;CTSZ;RORA;SLC2A3;IKZF2;ENO3;IGF1R;CCND2;NFKBIZ;TNFSF10;ENPP1;DENND5A;MAP3K8;ITGAV;GABARAPL1;GPX4;IFNGR1;EMP1;RHOH;FAM126B;ETV4;RHOB;ADAM19;CDCP1;IRF6;SMPDL3A;CD44;PLEC;ITIH5;AHNAK;FGL2;PLAGL1;ST3GAL4;SNX9;RABGAP1L;POU2F1;HUWE1;DHRS3;HIPK2;KLF6;IL2RB;BCL2;ETFBKMT;EEF1AKMT1;IL18R1;BCL2L1
MSigDB_Hallmark_2020	p53 Pathway	53/200	0.3367630490757504	0.7653705660812511	0	0	1.082507229696002	1.1781745794668843	RB1;APP;BTG2;BTG1;CD81;RNF19B;SLC7A11;TM7SF3;SAT1;RRP8;PITPNC1;SEC61A1;CCND2;SESN1;RPL36;RACK1;CTSD;RPS12;TSC22D1;APAF1;FBXW7;SPHK1;ABCC5;F2R;VWA5A;DDIT4;NINJ1;TXNIP;CDH13;ATF3;HBEGF;RETSAT;RRAD;TGFA;NOL8;FOXO3;RCHY1;ZFP36L1;LDHB;STOM;RPL18;HEXIM1;JUN;ZBTB16;WWP1;BLCAP;PTPN14;PTPRE;MDM2;TNFSF9;FAS;ERCC5;COQ8A
MSigDB_Hallmark_2020	KRAS Signaling Up	53/200	0.3367630490757504	0.7653705660812511	0	0	1.082507229696002	1.1781745794668843	NRP1;SPON1;IKZF1;ETS1;CTSS;AKAP12;RBM4;CCND2;AKT2;C3AR1;CMKLR1;PEG3;MMD;ATG10;VWA5A;EMP1;ETV1;ETV4;PTBP2;EREG;WDR33;LAT2;MMP11;PCP4;TNNT2;HKDC1;PECAM1;SPARCL1;TRIB2;HBEGF;SDCCAG8;BIRC3;TOR1AIP2;HDAC9;ANKH;EPB41L3;APOD;EVI5;CBR4;MPZL2;IL33;RABGAP1L;MAP3K1;IGF2;AMMECR1;INHBA;GADD45G;DCBLD2;NIN;CCSER2;SPRY2;STRN;AVL9
MSigDB_Hallmark_2020	Notch Signaling	9/32	0.406454772481042	0.883597331480526	0	0	1.1742266514508723	1.0571358427116582	NOTCH2;TCF7L2;JAG1;MAML2;CCND1;FZD5;FBXW11;ARRB1;RBX1
MSigDB_Hallmark_2020	Complement	51/200	0.4620094993576796	0.9240189987153592	0	0	1.0271222848897683	0.7931128367554169	DYRK2;PCSK9;CBLB;C4BPB;CTSV;CLU;CTSS;DOCK10;CTSO;CASP10;KYNU;TIMP2;CD36;JAK2;CTSD;CTSC;CTSB;USP8;ACTN2;ANXA5;PLA2G4A;COL4A2;PIK3CA;IRF2;SERPING1;ADAM9;CDH13;LAP3;CD46;DGKH;LTF;C1QA;USP15;USP16;LRP1;GNAI3;RASGRP1;GNAI2;C3;DPP4;RCE1;CD55;LYN;HSPA5;KCNIP2;FN1;GP9;GNB4;CALM1;LGMN;C1QC
MSigDB_Hallmark_2020	Inflammatory Response	51/200	0.4620094993576796	0.9240189987153592	0	0	1.0271222848897683	0.7931128367554169	RTP4;BTG2;ITGB3;ATP2A2;CX3CL1;LAMP3;STAB1;C3AR1;TNFSF10;PDE4B;ITGB8;KIF1B;ROS1;SCARF1;CMKLR1;IL15;SPHK1;EREG;TAPBP;ITGA5;TLR2;HBEGF;CALCRL;C5AR1;GNAI3;SLC1A2;SRI;RASGRP1;SLC7A2;GNA15;LDLR;CD55;KCNJ2;SLAMF1;LYN;ABCA1;CCL24;FZD5;SEMA4D;PCDH7;EIF2AK2;INHBA;ATP2B1;NFKB1;DCBLD2;P2RX7;PTPRE;KLF6;IL2RB;TNFSF9;IL18R1
MSigDB_Hallmark_2020	Allograft Rejection	50/200	0.527366344702429	0.9993581309527906	0	0	1.0	0.6398598207084752	CD86;SPI1;CD80;NCF4;BRCA1;ETS1;CTSS;IKBKB;CCND2;RPS19;STAB1;JAK2;B2M;RPL39;PRKCG;IFNAR2;TPD52;SRGN;CD96;RPS9;IFNGR1;IL15;F2R;RPS3A;EREG;TAPBP;CD8A;TLR6;CD47;BCAT1;TLR2;GCNT1;MTIF2;HDAC9;FLNA;SOCS5;LYN;CD74;TGFB2;STAT1;GALNT1;INHBA;PTPRC;IL7;EIF3J;IL2RB;FAS;EIF4G3;EIF3D;EIF3A
MSigDB_Hallmark_2020	Interferon Gamma Response	48/200	0.6550233408966881	0.9993581309527906	0	0	0.9468582603520108	0.4006009675114885	CD86;RTP4;CD274;CIITA;BTG1;SPPL2A;FGL2;SRI;SAMHD1;IFI44L;IFIT2;IL18BP;SLC25A28;TNFSF10;PDE4B;ST3GAL5;CD38;RIPK1;JAK2;B2M;CMKLR1;IFNAR2;CD74;PTPN1;PNPT1;IL15;STAT1;DDX58;P2RY14;EIF2AK2;ARID5B;PLA2G4A;NFKB1;PML;TAPBP;LATS2;MTHFD2;BANK1;IL7;IRF2;IL2RB;SSPN;PELI1;SERPING1;TXNIP;FAS;LAP3;RAPGEF6
MSigDB_Hallmark_2020	Oxidative Phosphorylation	48/200	0.6550233408966881	0.9993581309527906	0	0	0.9468582603520108	0.4006009675114885	ISCA1;FH;SLC25A3;ACADVL;MTRR;RETSAT;NDUFB3;ETFDH;MRPS30;ETFB;COX7C;MRPL35;TOMM22;LDHB;RHOT1;OPA1;NNT;MPC1;PDK4;ACADM;DECR1;TOMM70;PHYH;PDHA1;GPX4;NDUFA5;NDUFA4;IDH1;IMMT;COX6C;SDHA;ATP1B1;ACADSB;SDHB;CS;HADHB;HADHA;ALDH6A1;BDH2;NDUFS6;NDUFS4;OGDH;CYCS;SUCLG1;ACO2;SLC25A12;ATP6V0C;SLC25A4
MSigDB_Hallmark_2020	PI3K/AKT/mTOR  Signaling	24/105	0.7289120433202451	0.9993581309527906	0	0	0.8883529832082887	0.2808991748932762	MAP2K3;SMAD2;ACTR3;GSK3B;ARF1;PRKAA2;MAPKAP1;CLTC;PRKAG1;SLA;ITPR2;ACACA;HSP90B1;GNGT1;RPS6KA3;PIKFYVE;RIT1;PPP2R1B;CAMK4;AKT1S1;RIPK1;CALR;RAC1;MAP2K6
MSigDB_Hallmark_2020	UV Response Up	36/158	0.7675312195500028	0.9993581309527906	0	0	0.8844136801363258	0.2339947429812006	CDKN1C;BTG2;BTG1;RRAD;ONECUT1;AMD1;CEBPG;HNRNPU;DDX21;C4BPB;CTSV;RASGRP1;GLS;NXF1;PPP1R2;HTR7;BCL2L11;CREG1;BSG;POLR2H;JUNB;MARK2;LYN;KLHDC3;PLCL1;CCK;RHOB;PTPRD;DNAJA1;PRPF3;TMBIM6;IL6ST;ALDOA;CDO1;SLC25A4;ATF3
MSigDB_Hallmark_2020	Cholesterol Homeostasis	16/74	0.7878089067980054	0.9993581309527906	0	0	0.8270327115735872	0.1972470722885878	MVK;JAG1;HMGCS1;TNFRSF12A;ANXA5;LPL;AVPR1A;CLU;PNRC1;ACTG1;ATXN2;TP53INP1;FBXO6;LDLR;ATF3;LGMN
MSigDB_Hallmark_2020	IL-6/JAK/STAT3 Signaling	19/87	0.7878682946279332	0.9993581309527906	0	0	0.8376182434427294	0.1997085784483448	PTPN1;JUN;TNFRSF12A;IFNGR1;STAT1;ITGB3;TYK2;IL7;PDGFC;LEPR;CD38;FAS;MAP3K8;CD36;IL6ST;STAM2;CD44;IL18R1;TLR2
MSigDB_Hallmark_2020	mTORC1 Signaling	45/200	0.8160042174190658	0.9993581309527906	0	0	0.8697959050812148	0.1768606075998008	GSK3B;BTG2;USO1;FGL2;GMPS;SLA;ATP2A2;PLOD2;SLC1A4;SLC2A3;VLDLR;SLC7A11;ADD3;ACACA;HSP90B1;SERPINH1;SSR1;LDLR;CTSC;PGM1;MAP2K3;ACTR3;IGFBP5;HSPA5;GOT1;HMGCS1;PNO1;SRD5A1;NFYC;IDH1;M6PR;IMMT;EIF2S2;DHFR;RIT1;MTHFD2;DDIT4;MTHFD2L;CANX;TCEA1;CALR;ALDOA;BCAT1;GAPDH;LGMN
MSigDB_Hallmark_2020	Fatty Acid Metabolism	35/158	0.8212474531234109	0.9993581309527906	0	0	0.8526269250607914	0.1679085113276611	GCDH;ACADVL;FH;RETSAT;HPGD;ETFDH;AQP7;ENO3;PTS;CPT2;PCBD1;NBN;ACADM;CD36;HADH;ACSS1;GLUL;DECR1;GABARAPL1;PDHA1;HMGCS1;ACSL1;IDH1;SDHA;ALDH3A2;HADHB;GSTZ1;UGDH;ACOX1;EHHADH;SUCLG1;ACO2;BMPR1B;ALDOA;METAP1
MSigDB_Hallmark_2020	Glycolysis	44/200	0.8574732786190323	0.9993581309527906	0	0	0.8447879803812007	0.1298990454654579	PYGB;PFKFB1;B4GALT1;ZNF292;RPE;HDLBP;TGFA;PLOD2;IRS2;VLDLR;PLOD1;HMMR;ARPP19;HS2ST1;NANP;PGLS;PPFIA4;SLC35A3;HOMER1;GOT1;HSPA5;B3GAT3;GLCE;AGL;IDH1;AKR1A1;MERTK;DCN;VEGFA;TPST1;VCAN;MED24;PKM;P4HA2;DDIT4;PKP2;ALDOB;TGFBI;ALDOA;LCT;ALDH7A1;PAM;CD44;DSC2
MSigDB_Hallmark_2020	Wnt-beta Catenin Signaling	8/42	0.859124377086929	0.9993581309527906	0	0	0.7054110105580694	0.1071107185803916	NCOR2;HDAC5;CCND2;JAG1;TCF7;HEY2;AXIN1;RBPJ
MSigDB_Hallmark_2020	Coagulation	29/138	0.8832166671365048	0.9993581309527906	0	0	0.7969876660779309	0.09897369998415	CFD;C1QA;SPARC;LRP1;PROS1;ITGB3;CTSV;CLU;THBS1;C3;DPP4;CTSO;TIMP3;RAC1;CTSB;GSN;MMP2;F11;FN1;GP9;MMP11;KLF7;ACOX2;PECAM1;SERPING1;ADAM9;RAPGEF3;LGMN;FBN1
MSigDB_Hallmark_2020	Pperoxisome	21/104	0.8963778415489357	0.9993581309527906	0	0	0.7580198278553055	0.0829222576422762	SLC23A2;SMARCC1;RETSAT;SEMA3C;ACSL1;ABCB4;IDH1;ABCC5;VPS4B;CNBP;SIAH1;PEX13;DHRS3;ATXN1;ACOX1;EHHADH;ERCC1;ITGB1BP1;PABPC1;ABCD1;SLC25A4
MSigDB_Hallmark_2020	Estrogen Response Early	42/200	0.920631030413357	0.9993581309527906	0	0	0.7957526769164782	0.0658055167706364	B4GALT1;MAST4;ABHD2;HSPB8;RHOBTB3;FHL2;ASB13;SLC1A4;ADD3;RASGRP1;RAPGEFL1;TMEM164;SLC7A2;AFF1;THSD4;IGF1R;UGCG;GJA1;ABLIM1;DEPTOR;CCND1;NRIP1;ANXA9;JAK2;CA12;SVIL;KDM4B;AMFR;SNX24;NAV2;DHRS3;MED13L;NCOR2;REEP1;MED24;MLPH;DLC1;BCL2;IL6ST;RETREG1;CD44;FKBP5
MSigDB_Hallmark_2020	Estrogen Response Late	41/200	0.9430484377884	0.9993581309527906	0	0	0.7717129518656759	0.045251420110906	MOCS2;ABHD2;HSPB8;PTGER3;SLC1A4;ETFB;ADD3;RAPGEFL1;AFF1;SCUBE2;ZFP36;CCND1;NRIP1;ANXA9;JAK2;MEST;JAK1;UNC13B;PLK4;CA12;HOMER2;TNNC1;AMFR;ATP2B4;EMP2;COX6C;NCOR2;ALDH3A2;UGDH;PCP4;DNAJC1;RABEP1;ACOX2;BCL2;PDCD4;PLXNB1;SLC29A1;IL6ST;CD44;FKBP5;LTF
MSigDB_Hallmark_2020	E2F Targets	41/200	0.9430484377884	0.9993581309527906	0	0	0.7717129518656759	0.045251420110906	DCLRE1B;SLBP;DNMT1;PRKDC;SRSF1;AK2;PSIP1;SMC6;BRCA1;CTCF;HMMR;PDS5B;SMC3;SMC4;IPO7;PNN;SYNCRIP;XPO1;TRA2B;PMS2;NBN;RBBP7;PLK4;BARD1;NOP56;TIPIN;RFC1;GINS4;ATAD2;NAP1L1;DEK;SMC1A;DCK;CDC25B;STAG1;RAD50;DIAPH3;MTHFD2;HNRNPD;SRSF2;LUC7L3
MSigDB_Hallmark_2020	Interferon Alpha Response	18/97	0.9476086512544144	0.9993581309527906	0	0	0.6824009472074151	0.0367225042197582	RTP4;CD74;PNPT1;IL15;GMPR;EIF2AK2;IFI44L;IFIT2;SLC25A28;IL7;LPAR6;LAMP3;IRF2;TXNIP;NCOA7;LAP3;CD47;B2M
MSigDB_Hallmark_2020	Reactive Oxygen Species Pathway	7/49	0.9771094964669664	0.9993581309527906	0	0	0.4992990186260765	0.0115620472065499	PTPA;GPX4;OXSR1;JUNB;HMOX2;FTL;LAMTOR5
MSigDB_Hallmark_2020	Xenobiotic Metabolism	37/200	0.9886171522485716	0.9993581309527906	0	0	0.6786032592101798	0.0077687371224719	SLC46A3;RETSAT;PROS1;ETFDH;ATP2A2;FBLN1;NDRG2;ARPP19;PTS;ETS2;PGRMC1;TTPA;KYNU;PDK4;CD36;PDLIM5;MCCC2;GABARAPL1;TGFB2;ABCC2;ENTPD5;PTGES3;IDH1;SSR3;F11;IGF1;UGDH;TPST1;ACOX2;ACOX1;NINJ1;FAS;TMBIM6;ACO2;BCAT1;CDO1;LPIN2
MSigDB_Hallmark_2020	DNA Repair	25/150	0.9947311682886164	0.9993581309527906	0	0	0.5979899497487438	0.0031590379573879	RNMT;ADCY6;SEC61A1;POLR2D;PDE4B;REV3L;DGCR8;POLR2H;RFC5;GPX4;POLR3GL;NCBP2;GTF2H3;SMAD5;RBX1;NT5C3A;NUDT9;RAD52;POLA1;AGO4;ERCC4;ERCC1;ERCC5;EIF1B;ITPA
MSigDB_Hallmark_2020	Bile Acid Metabolism	16/112	0.9980749600554014	0.9993581309527906	0	0	0.4983948635634029	0.000960354677957975	ABCA1;BCAR3;SLC23A2;PHYH;PEX19;RETSAT;ACSL1;ABCA6;IDH1;PEX12;CYP7A1;PEX13;ATXN1;SLCO1A2;SLC29A1;ABCD1
MSigDB_Hallmark_2020	Myc Targets V2	6/58	0.9985715500717935	0.9993581309527906	0	0	0.3453682880995656	0.0004936939989265283	PLK4;NOP56;NOP16;NIP7;WDR43;GNL3
