,aggregate_gene_expression
ITGB1,14372.0
LOC110257073,18838.0
PAG1,15823.0
UBE3A,16374.0
FAM227B,18417.0
LAMA2,10427.0
SEC61A1,15422.0
ELAC1,14014.0
LOC100521069,14878.0
PEX19,13674.0
ACSM5,16531.0
PGBD1,12784.0
LOC106508625,10372.0
LOC397451,11892.0
ENKUR,14756.0
DST,15427.0
GOLGA4,14721.0
NTRK2,29467.0
LOC106510599,15620.0
CASP10,14177.0
SLC39A14,15775.0
PRRC2C,11066.0
LOC110260596,14699.0
LOC102167727,13758.0
ADCY6,19554.0
LOC102164547,15137.0
LOC100737186,16226.0
SYNE2,10946.0
MAML2,8719.0
HNRNPU,17578.0
PNN,13126.0
CD109,15491.0
PCM1,12113.0
SPATA6,13017.0
NLRC3,15010.0
NACA,18602.0
LOC102161091,12823.0
LOC100737218,14386.0
LOC110255544,9820.0
GK,16490.0
KLF12,14264.0
UVSSA,14048.0
DGKH,11873.0
SRSF5,12840.0
LOC100520317,13474.0
MITD1,16797.0
LRMDA,13327.0
NOXRED1,17040.0
THBS1,2599.0
ZCCHC11,12207.0
LRRFIP2,16806.0
MAP3K5,15300.0
DUSP11,11253.0
LOC110255653,15086.0
HOMER1,19102.0
VAPB,11951.0
C15H2orf88,16578.0
LOC110260676,14797.0
PPM1K,12253.0
MYOZ2,22263.0
VEGFA,15165.0
OSGEPL1,13758.0
ECHDC1,13238.0
ZNF84,15188.0
MBNL1,19139.0
LOC100520512,911.0
JUN,11056.0
BTG2,4952.0
PIK3R1,11483.0
LDB3,31994.0
LOC110261250,14142.0
ANKRD6,14640.0
CPEB4,17364.0
ARGLU1,11167.0
PRPF4B,10824.0
GADD45G,17804.0
KSR1,13657.0
MYL6,11552.0
ST7,13950.0
DNAJB4,15922.0
LOC110260441,11870.0
TTC5,11896.0
ZNF605,11854.0
GLUL,7624.0
NRAP,11917.0
DCP1B,11690.0
LARP7,12317.0
HNRNPDL,12673.0
CIRBP,11852.0
ACER3,11031.0
EXOC4,11531.0
BCL2,9979.0
LOC100621388,13438.0
LOC100620825,11923.0
SLC6A20,13120.0
LTV1,14670.0
CTCF,11781.0
UBR2,12645.0
SASH1,9947.0
SDR42E1,14619.0
ACIN1,12648.0
NUDT6,11540.0
LOC100520273,13278.0
PCNP,12478.0
LOC100521680,9240.0
LOC110256171,12127.0
CELF2,12627.0
ZNF644,11439.0
TRPM7,13219.0
LOC100513397,14322.0
STXBP4,14533.0
RORA,11193.0
C14H10orf62,12858.0
LOC102163381,12256.0
LOC102166633,12189.0
TNIP2,11370.0
LOC110256684,13654.0
ARMC2,8723.0
LOC102165098,12232.0
LOC106506763,10952.0
EIF4A2,11974.0
PPP1R3G,11316.0
LOC106507710,12008.0
MDM4,14659.0
LOC110259451,15252.0
LOC100624329,9349.0
MYOM2,14830.0
SSR3,11692.0
RNF168,11864.0
LOC100523609,15288.0
SRRM1,12395.0
NBEAL1,9936.0
LOC110260100,13327.0
TSPAN12,7738.0
MAVS,12923.0
CDK12,12910.0
PXMP4,14289.0
ESRRG,12564.0
LOC110261048,12118.0
SNRNP70,14943.0
TOMM70,12002.0
PLCH1,13155.0
MAP4,14604.0
EBF1,2996.0
GCDH,23013.0
CHRAC1,9935.0
ASPRV1,11906.0
PDE1C,11619.0
HNRNPL,18481.0
LOC100519853,10580.0
LOC106505679,11292.0
LOC110255935,11995.0
ZNF470,11216.0
MSH3,14216.0
KANSL3,12786.0
AGO4,11594.0
MBD1,11812.0
ZNF581,11739.0
IL33,10404.0
PLEKHA5,11262.0
ACSS3,17954.0
PRR16,15231.0
ST7L,11854.0
LOC106509301,12520.0
ASB4,11949.0
HOMER2,13444.0
LOC110261648,5921.0
MAP2K5,12030.0
HEXIM2,11673.0
LOC102166500,11386.0
RNF207,18762.0
LRRFIP1,16089.0
LOC106504991,10494.0
HDAC9,11891.0
LOC100524391,12119.0
TMEM65,17350.0
LOC110259890,13409.0
PPP2R2B,13309.0
EID3,11458.0
FSCN2,10224.0
CHIC2,10176.0
EMC2,12724.0
ADGRD1,4765.0
CREBZF,9930.0
TMEM200A,14860.0
LOC102167067,10046.0
LOC102161584,10265.0
SIAH1,10357.0
LOC110255861,7507.0
GXYLT2,9562.0
MMP11,11507.0
LRRC2,10871.0
CDC14A,12214.0
HKDC1,11266.0
CENPJ,12873.0
LOC102162007,17043.0
JARID2,12254.0
LRCH3,14470.0
CD163,1415.0
RBM39,9864.0
ZNF81,10034.0
PYGB,10262.0
ZC3H11A,12779.0
LOC102167692,9984.0
RB1CC1,10641.0
BLCAP,16064.0
CTSC,9004.0
ANK3,14226.0
LOC110257855,11743.0
CHODL,11711.0
LOC106509692,11250.0
LOC106509733,7686.0
AKAP13,7193.0
LOC110260681,10721.0
DAP3,12214.0
TNFSF9,10466.0
LOC110257077,11386.0
DNAJA2,11488.0
FNBP4,8005.0
ZNF462,15423.0
C9H1orf186,10007.0
TTC33,10144.0
SRSF10,13962.0
RPS2,10436.0
JMJD1C,8694.0
CNOT10,12031.0
ITPRIP,11491.0
CRIPT,10503.0
LOC102164650,11331.0
SUN2,5357.0
FRMPD4,12723.0
PRICKLE2,9371.0
METAP1,10828.0
LOC102160780,10869.0
SPATA17,10626.0
UBXN2A,9916.0
MIER1,9785.0
LOC102158214,11151.0
LOC106510411,10166.0
TRAF6,12574.0
LOC102165633,9658.0
ACTN2,16835.0
MFAP5,1290.0
AHNAK,7426.0
NRF1,10162.0
LOC100517194,13087.0
PPP1R12A,13104.0
AASDH,10047.0
CACNA1C,12185.0
ADPRH,12667.0
ARHGEF18,9367.0
SLU7,10310.0
UTRN,9169.0
ZNF106,12663.0
APAF1,8731.0
ZNF304,9540.0
CDNF,10236.0
XRCC4,10595.0
PHF14,9191.0
EPHB6,9643.0
LOC110256643,3975.0
MEF2C,14278.0
LOC110256084,13599.0
ACTR3,8925.0
DCLRE1B,10826.0
ZNF397,10387.0
PTGER3,14361.0
MITF,14355.0
ZCCHC8,9645.0
RUNX1T1,10729.0
SARNP,9753.0
LOC106507649,16664.0
ALDH16A1,9911.0
CCNT2,9753.0
ENTPD1,10588.0
PKNOX1,9014.0
LOC106510131,9069.0
NPTN,11113.0
PHLDB2,10421.0
IL17B,13813.0
LOC102162071,3712.0
LOC110256056,9794.0
EEF1A1,5241.0
TNS1,11814.0
LOC110259371,10262.0
SYNM,12196.0
INPP4B,14262.0
ASH1L,8433.0
ZUFSP,9795.0
SOX4,12772.0
DGKZ,8352.0
NSD3,7601.0
IGF2,5723.0
LOC110260756,10566.0
ZBTB25,10638.0
SLC9B2,15230.0
MTPAP,10099.0
B3GALT5,9883.0
DOCK10,10729.0
TRAF5,11206.0
ADRA1A,10029.0
LOC110257596,10980.0
SLC5A8,10041.0
MKL2,9246.0
SLC38A9,9703.0
RPLP1,7965.0
CARS,10156.0
LOC106509455,9121.0
LOC110256765,10307.0
LOC110260244,9649.0
LRRC34,9937.0
SREK1,9222.0
LOC102157424,8944.0
SLC38A2,12072.0
ZNF197,9308.0
YTHDF2,10758.0
TIRAP,10232.0
LOC102160670,10129.0
TTC4,9717.0
LOC110261318,9482.0
SLC35B4,11757.0
CCNL2,11411.0
SRSF7,6399.0
TINF2,9851.0
PGM1,8715.0
PRPF40A,9382.0
POU1F1,10470.0
LOC110259220,8404.0
USP15,8989.0
FOXN3,9647.0
GOSR2,10442.0
RNPC3,9729.0
IL12RB2,10659.0
LOC100737511,10609.0
LOC110260809,9087.0
TMEM192,8843.0
ZNF143,8707.0
SATL1,11919.0
DCUN1D2,8681.0
CD86,10646.0
MPDZ,10113.0
TMC7,10441.0
SLC16A7,9869.0
SLMAP,10362.0
CHD9,7431.0
LOC106504205,10983.0
PCDH7,10139.0
SNAP29,8845.0
LOC102161749,10308.0
LOC110261188,12876.0
BRAF,10409.0
MKLN1,10659.0
CDH2,14470.0
SAT1,2325.0
RSRC1,8953.0
LOC100521972,9687.0
CWF19L1,9948.0
LOC100517712,8546.0
ATRX,8875.0
EIF2AK2,7673.0
GIPC2,9176.0
FMO2,4908.0
DYRK1A,9881.0
ACADSB,10113.0
KIAA0408,9970.0
ACYP1,10137.0
LCT,8706.0
YAE1D1,7951.0
TRMT10C,9815.0
ZNF35,8059.0
ERI1,9184.0
CFAP126,8951.0
ZNF292,7326.0
LOC102165834,8106.0
LOC110255744,10137.0
C14H1orf131,10506.0
LOC110257054,7898.0
LOC102165318,9660.0
ZNF41,8937.0
GLT8D1,9147.0
FGD4,8383.0
KTN1,8096.0
CEBPZOS,9237.0
LOC110260246,8491.0
TMEM236,10788.0
LOC100525417,8710.0
VPS13C,8848.0
PAPD4,8640.0
LOC100152848,11505.0
DEK,8471.0
LOC102161032,7164.0
CTNNA3,12735.0
ZBTB37,8431.0
AGO3,11451.0
GJA1,9904.0
ANKRD12,4933.0
LRRC8D,7318.0
ZDBF2,8500.0
FAM76A,8314.0
NAV2,13955.0
SLC41A1,8679.0
PPP3CC,10054.0
LOC100512977,9857.0
RBM5,7675.0
RERE,8971.0
KMT2E,7063.0
KLHL24,13904.0
RCHY1,8697.0
LOC110255459,8862.0
LOC102167697,9585.0
NUGGC,11786.0
PDLIM7,12068.0
MTMR8,8964.0
KCNJ2,13956.0
LOC100523215,8044.0
ZC3H10,7907.0
GCNT1,8384.0
ATXN1,10422.0
ACAP2,7974.0
LOC102159014,9933.0
H6PD,10843.0
LOC102165363,9667.0
MAST4,9453.0
TBCCD1,9504.0
LOC110256014,10990.0
PIP5K1A,6975.0
PER1,6962.0
TNFSF10,6973.0
GRIK1,9032.0
TMEM30A,8876.0
LOC110260332,9036.0
LOC106508127,7050.0
RHOQ,7440.0
GTF2E1,8742.0
FOXP1,8064.0
LOC102164818,10118.0
LOC110255500,8256.0
LOC106507496,9330.0
SEMA5A,5944.0
INSR,9192.0
COL4A2,3442.0
PKP2,13529.0
RBMX,9753.0
OIP5,9779.0
LOC106506539,11088.0
TRIM55,12408.0
OST4,7380.0
TMSB4X,2660.0
LOC110259416,8017.0
CYP4V2,8325.0
DPH6,8776.0
LOC110261142,7696.0
KMT2C,7693.0
DOCK7,8486.0
FRMD4A,6821.0
ZNF764,8523.0
ASB10,8254.0
CHD2,7342.0
TCF12,7808.0
LOC102163764,10019.0
LOC110256161,5791.0
PAK2,8291.0
LOC100514340,5515.0
CELF1,8436.0
LOC110260347,9470.0
LOC110261324,8013.0
ZNF146,8734.0
MPHOSPH8,6397.0
LOC110261787,7835.0
NAGK,7639.0
BRI3BP,7612.0
TPT1,10721.0
SLTM,7825.0
LOC110255297,9515.0
ARHGAP24,6892.0
LOC110255759,8065.0
SYNE1,9084.0
LOC100623639,7607.0
ZNF331,9189.0
TYK2,7772.0
LOC100624077,1837.0
GEMIN2,7056.0
LOC100524923,8867.0
LOC102157791,9063.0
RIPOR2,8869.0
CRY1,8325.0
LAMC1,3639.0
GNA15,8976.0
BORCS7,9424.0
EGR1,2709.0
LOC102159476,8852.0
KIF1B,10750.0
VEZT,9034.0
PLAGL1,5789.0
FOPNL,8507.0
LOC102164595,10651.0
GNAS,4996.0
GGPS1,7492.0
GRK5,7178.0
DSN1,7658.0
RFX5,8994.0
PTMA,4997.0
LOC110256034,9128.0
RETREG1,7031.0
LOC100623720,1940.0
GMEB1,7823.0
NFIB,8364.0
TBL2,7210.0
CPSF6,8861.0
STXBP6,9129.0
SUSD1,9399.0
EMR4,7646.0
TRA2B,5878.0
LOC110261467,9135.0
NUP54,8170.0
LAMA4,6652.0
RPS24,8772.0
SOCS5,10032.0
PKD2,6408.0
ASAH2,7706.0
CCDC12,8127.0
LOC106507755,10166.0
LOC102167685,8515.0
NUFIP2,6245.0
KLF6,3209.0
HP1BP3,7690.0
LOC100738812,6857.0
RBM15,8172.0
LOC106506681,8871.0
THSD4,7568.0
DISP2,7564.0
RBM26,8842.0
DNMT3A,8120.0
NIN,6566.0
B3GNT6,7984.0
LINGO4,8274.0
SVIL,12734.0
CNR1,7606.0
LARP1,8388.0
WSB1,3710.0
ZNF135,8299.0
EHBP1,8544.0
LOC102165528,7955.0
LOC106507787,7232.0
ETFBKMT,6997.0
LOC110257543,9089.0
LOC100738134,7454.0
RNF135,7875.0
LPL,7493.0
FGL2,7927.0
LOC110260979,9409.0
NFIA,5660.0
GFOD1,7889.0
U2SURP,7295.0
IRS2,4315.0
ENAH,10612.0
LOC100152566,8886.0
RINT1,7316.0
TBC1D5,9044.0
ZNF283,7244.0
RAPGEF2,9596.0
POU5F2,6482.0
GDAP2,7069.0
B2M,2113.0
SLC46A3,6630.0
IKZF2,10101.0
DIAPH2,5410.0
SOX5,4781.0
ZBTB8A,8447.0
LOC106505250,8702.0
ERCC6,8046.0
PPP3CB,8020.0
HNRNPF,6435.0
LOC110261321,8076.0
HELB,6794.0
LOC110260438,13475.0
LOC100624226,3558.0
GIGYF1,6240.0
PDK4,12322.0
QSER1,7459.0
UIMC1,6641.0
ZNF280D,9879.0
LOC110257189,7886.0
FBXW7,12174.0
COX7C,7990.0
VWA5A,8960.0
LARP4B,6932.0
LOC110257243,14876.0
FLNA,12381.0
HS2ST1,8728.0
PTP4A2,9745.0
LOC110260289,6743.0
TESPA1,8606.0
LOC100519643,7405.0
NAALADL2,7158.0
ENPP3,4827.0
MMRN2,7052.0
FKRP,6634.0
CHD1,6421.0
YBX3,7074.0
SNX1,8004.0
MARCH7,6195.0
BBIP1,6381.0
TARSL2,7506.0
LOC110256756,10804.0
LOC110256306,13802.0
RPE,7387.0
FAM237A,7567.0
CAMK2A,6526.0
LOC100623534,5528.0
SFXN3,7290.0
CREB5,4565.0
RPGR,6685.0
CCND1,8812.0
ZNF572,7326.0
PLSCR4,3435.0
LCORL,8720.0
PER3,6289.0
CCSER2,9082.0
SETX,5517.0
ATP6AP1L,9020.0
PPFIBP2,8609.0
TNNC1,9079.0
EPG5,6729.0
GHSR,8103.0
IL6ST,6090.0
PLXDC2,3725.0
LOC110262100,8393.0
TSPAN5,6552.0
RBPJ,3423.0
SRPK2,7405.0
FKBP5,5875.0
LRRC66,8068.0
LIN7A,7371.0
PFKFB2,7201.0
RNF8,8087.0
LOC102167078,6318.0
LOC110256614,9904.0
RPL10,5791.0
MYSM1,6904.0
TEAD1,8413.0
TXNDC16,7862.0
LOC100152209,8799.0
TESC,9470.0
TMEM245,7836.0
SIKE1,7781.0
RIMS1,7688.0
LOC102163402,6344.0
ZFP36L1,4685.0
CCDC14,6285.0
LOC100621431,6278.0
APBA3,9079.0
PDE7A,8119.0
OBSCN,11962.0
ATP5E,6801.0
RHOF,9375.0
NIPBL,5923.0
SIRT1,7419.0
LOC100511275,7837.0
CREBRF,4951.0
CD200,6994.0
SLFN11,6252.0
MRPL1,8408.0
ANK1,7032.0
RASA4B,7956.0
SPARCL1,1714.0
LOC110257158,4216.0
LMNTD1,10180.0
LMBR1L,7724.0
ARHGAP28,5623.0
LUC7L,6888.0
PPIG,6814.0
SPPL2A,8037.0
KIAA0391,6734.0
CST3,3888.0
PTK2B,6397.0
SRSF11,6432.0
FAM198B,6211.0
FKBP15,6977.0
ZNF614,6843.0
ZBTB38,7041.0
MYCBP2,5212.0
PKN2,4894.0
PDE4B,8012.0
RPS8,4776.0
LOC106507881,7252.0
C14H1orf198,8356.0
RAD51B,7573.0
NFE2L2,7238.0
LOC110255190,8534.0
SLCO1A2,7124.0
RBM23,6687.0
EIF4G2,8692.0
LOC102162605,7884.0
PCGF5,9688.0
PLN,7094.0
ABCD1,7202.0
ATP2C2,8557.0
ZNF668,6316.0
NUDT9,6000.0
KDM2A,6286.0
SAMD12,9124.0
LOC106506052,6851.0
ARPP21,14242.0
BDH2,7956.0
ZZZ3,7664.0
ADAP2,6136.0
FLYWCH1,7411.0
RDH10,6926.0
TNFAIP8,5722.0
LOC100739425,4880.0
MED13L,4666.0
MBOAT2,7059.0
XRN1,4260.0
HNRNPA2B1,5959.0
THAP9,7936.0
ZNF582,6977.0
TSTD3,8378.0
LOC110260355,8373.0
PAFAH2,6937.0
MGEA5,5354.0
LOC110255435,6773.0
OMD,4378.0
RRAD,7246.0
LOC100626250,7103.0
RPS15,5060.0
MED6,8083.0
ASB16,8608.0
ENPP4,7959.0
RSRC2,4953.0
LOC100512341,8582.0
RNF223,6502.0
ZNF789,6021.0
EN1,8961.0
LOC110257277,10895.0
SCRG1,7643.0
MPHOSPH9,7257.0
ACTR8,6223.0
NMRK2,5202.0
USP45,8739.0
WIPI2,5949.0
LRIG2,6379.0
FAM126A,5538.0
ATG7,7887.0
TRAK1,8572.0
SESN1,6248.0
NFYC,8429.0
C3H2orf73,9344.0
LOC102166063,7016.0
LOC100517751,7210.0
RNF125,5232.0
CD47,6690.0
CRNKL1,6407.0
KMT2A,5145.0
ZBTB16,4154.0
CFD,890.0
AKAP14,6313.0
MLKL,6786.0
TIPIN,6729.0
PHLDB1,7321.0
ARID5B,3525.0
LOC110261284,6471.0
NID1,3555.0
HSP90B1,6596.0
TRIP11,8468.0
DENND2A,4866.0
MXRA7,6788.0
C1GALT1,6655.0
TRIM52,6953.0
XYLB,6236.0
ERBIN,6100.0
ADAMTS5,609.0
LOC102160748,14228.0
TULP4,5354.0
ZEB2,2989.0
RBM25,6198.0
ZFYVE16,4471.0
TMSB10,2248.0
RWDD2B,6565.0
LOC102161092,7145.0
ST3GAL4,4965.0
ZNF8,5728.0
LOC100516355,7173.0
BDH1,6284.0
TMEM182,10490.0
MYOM1,9623.0
CDC14B,6523.0
RAB11FIP4,6419.0
ESF1,5773.0
LOC100620498,6386.0
VPS13B,6661.0
DDX58,6536.0
USP16,6985.0
LOC100520452,6355.0
LOC100151870,7020.0
CDC42EP3,8873.0
PML,5034.0
GATA6,8106.0
GLRA3,6441.0
RPL13A,5045.0
LRRTM3,10148.0
ZNF518A,5430.0
ANKRD65,7668.0
ITM2B,2530.0
SLC16A14,6783.0
CAST,7190.0
ZNF594,7283.0
LOC110256047,6897.0
MFSD4B,8022.0
ANGEL2,5614.0
LOC100624067,6491.0
VIM,1733.0
GAPVD1,6997.0
ASB13,6038.0
RPUSD4,6819.0
TMF1,5752.0
ARHGEF6,8273.0
N4BP2L2,6134.0
LAMB2,7813.0
SLC13A5,6693.0
DNAJC16,6465.0
EFNA5,9809.0
TRAPPC8,6353.0
LOC106509622,4541.0
PPFIA1,6066.0
LOC100522281,6433.0
COG6,6483.0
CCDC186,4763.0
ZNF436,7130.0
TGFA,5646.0
TMEM72,6733.0
HNRNPLL,5976.0
CCDC82,4909.0
SPON2,888.0
ITGB1BP2,10993.0
FERMT2,7544.0
GLG1,6574.0
EPB41L5,7077.0
TET2,4705.0
ADAM7,9114.0
PPP1R12B,6711.0
LOC110261285,5289.0
KIF3B,6273.0
LOC110256702,6507.0
TBC1D32,6175.0
CIITA,5764.0
MAP7D1,6821.0
HECW1,6581.0
LOC106508724,6827.0
RNF19A,4637.0
MARCKS,1458.0
LOC110255782,9789.0
FBXO25,5407.0
ISPD,7905.0
ZNF7,6451.0
EREG,7109.0
CLIC6,5758.0
ACOX1,5925.0
LOC102166622,6725.0
ATM,5108.0
RPAP3,5717.0
MALT1,6030.0
PRKAA2,10117.0
F11,7021.0
LOC110262049,6938.0
SSH1,4944.0
HPGD,1772.0
DCK,6503.0
THOC2,5748.0
FZD3,6437.0
ZYG11B,6870.0
SCAF11,5139.0
LAMB1,2958.0
LOC110257026,5573.0
RPL27A,4599.0
LOC102159599,5380.0
SCAF8,6288.0
ARHGAP5,4739.0
LOC106508271,6807.0
IMMP2L,6527.0
CCNB1IP1,7174.0
BRD9,5929.0
SLC26A1,4346.0
LOC110262225,7273.0
C12H17orf80,6082.0
ADNP,5952.0
PRELID3A,6797.0
AGGF1,6246.0
SGIP1,6114.0
RGMA,3256.0
DCLK1,6988.0
AVIL,6232.0
GPR21,5798.0
ARL16,5454.0
MEST,6877.0
ATF7,6048.0
GIMAP1,3013.0
CYP27B1,6248.0
TMEM241,5240.0
RMDN2,8873.0
CACNB2,10219.0
PPP1R10,6020.0
SLA-1,2417.0
ZNF333,7113.0
RBM20,6433.0
LOC110260091,5603.0
ENPP1,3109.0
CFDP1,5579.0
LOC110256637,4919.0
METTL25,5746.0
COLGALT1,4893.0
ZCCHC24,5888.0
DOCK5,5935.0
ZNF511,5821.0
LOC110259828,6453.0
GABPB2,7759.0
RPS29,5540.0
DDIT4L,14331.0
LOC102158192,7544.0
PELI1,4495.0
NEK5,6261.0
UBE2H,8506.0
ACOT13,7044.0
ELK4,4953.0
ABCC5,5633.0
DMTF1,5695.0
FTH1,4322.0
SPATA6L,6383.0
CIPC,6054.0
TXLNB,10306.0
LOC102165822,6707.0
MTERF3,5739.0
LOC102166005,5763.0
LOC100736666,5642.0
BAG4,6308.0
GALNT15,6164.0
ARF1,5374.0
RABGAP1L,5435.0
STEAP2,7224.0
RNF152,4987.0
LOC100737021,8202.0
EML4,6494.0
LANCL2,4971.0
LOC100737060,6354.0
SNX7,6525.0
CXADR,7165.0
PTP4A3,8277.0
LOC110260905,5123.0
LOC102160389,6558.0
TARDBP,6478.0
ST3GAL5,5709.0
FBXL18,5383.0
CCDC141,8051.0
UPF2,5382.0
LOC110260060,6341.0
DIRC2,6338.0
EPB41L2,1098.0
GOLGB1,3829.0
SLC12A7,7456.0
CMTM7,4384.0
RHOBTB2,6441.0
SYT16,6299.0
PRR7,3463.0
LOC102163845,5270.0
POGLUT1,6604.0
ZNF662,4626.0
SERF2,4452.0
SPRY1,732.0
SRL,9929.0
NUP43,5687.0
LOC100621494,5788.0
ASB15,7721.0
JPH1,7632.0
ZNRF1,8312.0
EPB41,6527.0
DDHD2,5204.0
EMP2,6571.0
DCAF11,5406.0
FSTL1,1980.0
LOC110257276,7011.0
LOC100525346,5521.0
LOC106505879,7200.0
LOC102165110,5539.0
TRIM72,6618.0
POFUT1,5483.0
PPP4R1L,5073.0
LOC110261654,6588.0
LOC100736659,6329.0
GTF2H3,5833.0
ZFC3H1,4152.0
LOC100523897,5329.0
ZC3H8,6158.0
FAM151B,5571.0
SMAD4,5056.0
MLLT6,3915.0
SUPT20H,6133.0
HECTD4,6508.0
LOC102165008,5748.0
TUBGCP6,5934.0
ZNF207,7252.0
LOC102158108,5541.0
LOC110256850,7730.0
MTFR2,5197.0
FNDC3A,4123.0
KIAA0754,5061.0
LOC100515643,6523.0
TMEM132D,4855.0
CXHXorf21,4821.0
BPTF,4064.0
VWA3B,7159.0
TM4SF19,6502.0
ATP5B,8568.0
EIF1,3808.0
LOC110259948,4623.0
STRN3,6550.0
RPS20,3895.0
NDUFS6,7137.0
LOC100739365,8789.0
ST8SIA5,5651.0
RPL23,3487.0
KLHL15,4033.0
SPAG9,4574.0
SLC25A40,5433.0
C3AR1,3384.0
NVL,5695.0
EEF2,4482.0
LOC110255743,6607.0
RMND5B,6287.0
CTGF,3393.0
NOVA1,1954.0
MOB1B,5645.0
SAP18,5328.0
RPL7A,3596.0
LOC102166619,5911.0
ZBTB5,6047.0
RMDN1,5867.0
ARHGEF2,6321.0
BCL2L13,6077.0
LOC100511862,6804.0
LOC102160169,5900.0
BOD1L1,3786.0
ZNF664,7674.0
ADAL,5507.0
NDRG2,6625.0
LOC110261989,5446.0
YIPF1,5041.0
FAT1,5325.0
RNMT,4814.0
SNTB2,4421.0
LOC100524378,5585.0
C14H12orf49,5865.0
YPEL2,6082.0
LOC110260087,5676.0
