,aggregate_gene_expression
ARL15,12640.0
ZBTB2,14358.0
FBXL20,12259.0
CD84,15964.0
SRRM2,10656.0
ZMYM1,14763.0
LOC110259691,15513.0
MGP,4559.0
SF3B1,9112.0
LOC110255652,14120.0
LOC110261306,13535.0
RRP8,14046.0
ANKRD42,14056.0
LYRM7,14375.0
WDR33,14025.0
YPEL1,13883.0
MACF1,15736.0
LMO7,32781.0
TTC14,10864.0
MYL3,15181.0
MBD5,16629.0
SOX6,15941.0
LOC100302368,13927.0
FILIP1,15670.0
PPIP5K2,32956.0
LOC100513362,13460.0
STRN,13350.0
SAMD5,12930.0
LOC102158906,13192.0
FILIP1L,11667.0
LOC106505107,10739.0
LOC106505411,14817.0
LOC110259304,15254.0
AGL,16056.0
ATF7IP,13321.0
NPPB,24164.0
CPT1B,8824.0
CALD1,26828.0
HNRNPH1,7445.0
ACTG1,11826.0
SLC16A10,15079.0
PNPLA4,14579.0
CTNND1,11854.0
NEK4,9349.0
TRPC1,13007.0
DDX46,8440.0
MLIP,14978.0
NAIF1,14299.0
LOC110256118,10904.0
GGCX,12107.0
ACTB,14032.0
LOC110257314,12910.0
DES,14430.0
AP4S1,12748.0
RBFOX2,15274.0
YIPF4,13510.0
IGFBP5,740.0
SMG1,11566.0
LOC106506279,11888.0
LOC106508918,17339.0
SFPQ,9755.0
LIMS1,10095.0
AKAP9,8586.0
NOC3L,13754.0
GPATCH2,12886.0
HOOK3,12609.0
ARL14EP,11822.0
HIVEP2,9131.0
ZRANB2,9893.0
LPP,15826.0
LOC110261595,12922.0
LOC110257311,10893.0
NFAT5,13895.0
ITGB1,11314.0
LOC110257073,13233.0
PAG1,13066.0
UBE3A,8700.0
FAM227B,13206.0
LAMA2,8135.0
SEC61A1,12934.0
ELAC1,11171.0
LOC100521069,13644.0
PEX19,10267.0
ACSM5,10602.0
PGBD1,8949.0
LOC106508625,8234.0
LOC397451,8198.0
ENKUR,13194.0
DST,9469.0
GOLGA4,11674.0
NTRK2,12218.0
LOC106510599,10618.0
CASP10,10546.0
SLC39A14,9088.0
PRRC2C,6971.0
LOC110260596,10767.0
LOC102167727,11342.0
ADCY6,14512.0
LOC102164547,14291.0
LOC100737186,12003.0
SYNE2,8056.0
MAML2,7318.0
HNRNPU,10744.0
PNN,9289.0
CD109,11118.0
PCM1,9254.0
SPATA6,10949.0
NLRC3,11882.0
NACA,11151.0
LOC102161091,10306.0
LOC100737218,11154.0
LOC110255544,8168.0
GK,14105.0
KLF12,11839.0
UVSSA,10643.0
DGKH,11485.0
SRSF5,6207.0
LOC100520317,11160.0
MITD1,9244.0
LRMDA,11001.0
NOXRED1,10736.0
THBS1,2156.0
ZCCHC11,7208.0
LRRFIP2,11779.0
MAP3K5,13517.0
DUSP11,9409.0
LOC110255653,10593.0
HOMER1,19535.0
VAPB,10176.0
C15H2orf88,14778.0
LOC110260676,10503.0
PPM1K,8807.0
MYOZ2,19839.0
VEGFA,7414.0
OSGEPL1,11708.0
ECHDC1,10635.0
ZNF84,11660.0
MBNL1,12515.0
LOC100520512,622.0
JUN,8244.0
BTG2,6839.0
PIK3R1,8369.0
LDB3,17128.0
LOC110261250,9267.0
ANKRD6,13216.0
CPEB4,13165.0
ARGLU1,5771.0
PRPF4B,5771.0
GADD45G,9464.0
KSR1,10686.0
MYL6,12743.0
ST7,10557.0
DNAJB4,16367.0
LOC110260441,9998.0
TTC5,10299.0
ZNF605,9475.0
GLUL,2552.0
NRAP,10823.0
DCP1B,6805.0
LARP7,8320.0
HNRNPDL,7725.0
CIRBP,9318.0
ACER3,10611.0
EXOC4,8828.0
BCL2,7895.0
LOC100621388,9778.0
LOC100620825,9707.0
SLC6A20,10832.0
LTV1,10446.0
CTCF,8133.0
UBR2,9502.0
SASH1,7772.0
SDR42E1,10462.0
ACIN1,11624.0
NUDT6,8193.0
LOC100520273,11282.0
PCNP,10974.0
LOC100521680,8755.0
LOC110256171,9540.0
CELF2,9271.0
ZNF644,8828.0
TRPM7,10004.0
LOC100513397,9555.0
STXBP4,11437.0
RORA,8027.0
C14H10orf62,8781.0
LOC102163381,10461.0
LOC102166633,8961.0
TNIP2,9231.0
LOC110256684,9840.0
ARMC2,6803.0
LOC102165098,10497.0
LOC106506763,7707.0
EIF4A2,6518.0
PPP1R3G,9353.0
LOC106507710,9235.0
MDM4,10025.0
LOC110259451,10087.0
LOC100624329,9480.0
MYOM2,10450.0
SSR3,9255.0
RNF168,8492.0
LOC100523609,10261.0
SRRM1,9166.0
NBEAL1,6997.0
LOC110260100,7600.0
TSPAN12,5797.0
MAVS,11768.0
CDK12,8147.0
PXMP4,11230.0
ESRRG,11712.0
LOC110261048,10051.0
SNRNP70,6910.0
TOMM70,10175.0
PLCH1,10146.0
MAP4,11078.0
EBF1,1860.0
GCDH,9983.0
CHRAC1,8410.0
ASPRV1,10141.0
PDE1C,8657.0
HNRNPL,9779.0
LOC100519853,8799.0
LOC106505679,9314.0
LOC110255935,9418.0
ZNF470,9099.0
MSH3,11479.0
KANSL3,8971.0
AGO4,9081.0
MBD1,8966.0
ZNF581,9193.0
IL33,7332.0
PLEKHA5,9703.0
ACSS3,21763.0
PRR16,11464.0
ST7L,9280.0
LOC106509301,8576.0
ASB4,8610.0
HOMER2,14865.0
LOC110261648,2632.0
MAP2K5,7790.0
HEXIM2,8332.0
LOC102166500,9721.0
RNF207,11271.0
LRRFIP1,8818.0
LOC106504991,7478.0
HDAC9,10325.0
LOC100524391,9702.0
TMEM65,11036.0
LOC110259890,7270.0
PPP2R2B,10746.0
EID3,10112.0
FSCN2,4624.0
CHIC2,8668.0
EMC2,11216.0
ADGRD1,4111.0
CREBZF,7760.0
TMEM200A,10408.0
LOC102167067,8440.0
LOC102161584,8223.0
SIAH1,8503.0
LOC110255861,5862.0
GXYLT2,7427.0
MMP11,9426.0
LRRC2,10459.0
CDC14A,9198.0
HKDC1,9459.0
CENPJ,10940.0
LOC102162007,14669.0
JARID2,12526.0
LRCH3,13999.0
CD163,753.0
RBM39,6306.0
ZNF81,8019.0
PYGB,10109.0
ZC3H11A,8156.0
LOC102167692,7757.0
RB1CC1,6765.0
BLCAP,13391.0
CTSC,9212.0
ANK3,11766.0
LOC110257855,7761.0
CHODL,9696.0
LOC106509692,8581.0
LOC106509733,5876.0
AKAP13,8913.0
LOC110260681,8343.0
DAP3,8153.0
TNFSF9,10172.0
LOC110257077,8686.0
DNAJA2,9360.0
FNBP4,4205.0
ZNF462,11649.0
C9H1orf186,7718.0
TTC33,9338.0
SRSF10,10545.0
RPS2,7402.0
JMJD1C,6484.0
CNOT10,8683.0
ITPRIP,8266.0
CRIPT,8709.0
LOC102164650,8663.0
SUN2,4637.0
FRMPD4,9248.0
PRICKLE2,8403.0
METAP1,8251.0
LOC102160780,8039.0
SPATA17,8480.0
UBXN2A,8198.0
MIER1,7822.0
LOC102158214,9209.0
LOC106510411,7947.0
TRAF6,11345.0
LOC102165633,7863.0
ACTN2,14928.0
MFAP5,1116.0
AHNAK,5497.0
NRF1,8358.0
LOC100517194,10376.0
PPP1R12A,9813.0
AASDH,8486.0
CACNA1C,11480.0
ADPRH,9774.0
ARHGEF18,7302.0
SLU7,7763.0
UTRN,5832.0
ZNF106,13394.0
APAF1,7357.0
ZNF304,7750.0
CDNF,7711.0
XRCC4,8253.0
PHF14,6980.0
EPHB6,7929.0
LOC110256643,2671.0
MEF2C,5448.0
LOC110256084,10524.0
ACTR3,7742.0
DCLRE1B,8027.0
ZNF397,8045.0
PTGER3,12097.0
MITF,17525.0
ZCCHC8,6853.0
RUNX1T1,8341.0
SARNP,8821.0
LOC106507649,16260.0
ALDH16A1,7031.0
CCNT2,7711.0
ENTPD1,7659.0
PKNOX1,6168.0
LOC106510131,7522.0
NPTN,10171.0
PHLDB2,7999.0
IL17B,13163.0
LOC102162071,2408.0
LOC110256056,7803.0
EEF1A1,3441.0
TNS1,6853.0
LOC110259371,8247.0
SYNM,6914.0
INPP4B,10744.0
ASH1L,5264.0
ZUFSP,8518.0
SOX4,8882.0
DGKZ,6068.0
NSD3,5326.0
IGF2,902.0
LOC110260756,6176.0
ZBTB25,8989.0
SLC9B2,15906.0
MTPAP,8098.0
B3GALT5,8422.0
DOCK10,12853.0
TRAF5,9953.0
ADRA1A,7291.0
LOC110257596,8746.0
SLC5A8,9004.0
MKL2,6697.0
SLC38A9,7521.0
RPLP1,5114.0
CARS,8882.0
LOC106509455,7250.0
LOC110256765,9671.0
LOC110260244,6902.0
LRRC34,7838.0
SREK1,6869.0
LOC102157424,6526.0
SLC38A2,6867.0
ZNF197,7582.0
YTHDF2,8413.0
TIRAP,9402.0
LOC102160670,7699.0
TTC4,8142.0
LOC110261318,8085.0
SLC35B4,11272.0
CCNL2,5832.0
SRSF7,5567.0
TINF2,8034.0
PGM1,7473.0
PRPF40A,6736.0
POU1F1,7879.0
LOC110259220,6318.0
USP15,7276.0
FOXN3,9535.0
GOSR2,6534.0
RNPC3,5278.0
IL12RB2,8210.0
LOC100737511,8397.0
LOC110260809,7613.0
TMEM192,8361.0
ZNF143,6477.0
SATL1,9853.0
DCUN1D2,6657.0
CD86,8476.0
MPDZ,5800.0
TMC7,16114.0
SLC16A7,11205.0
SLMAP,9060.0
CHD9,4830.0
LOC106504205,8022.0
PCDH7,7837.0
SNAP29,7543.0
LOC102161749,7228.0
LOC110261188,11160.0
BRAF,8385.0
MKLN1,8374.0
CDH2,13634.0
SAT1,1678.0
RSRC1,6735.0
LOC100521972,7927.0
CWF19L1,7680.0
LOC100517712,6580.0
ATRX,5022.0
EIF2AK2,5086.0
GIPC2,7400.0
FMO2,3873.0
DYRK1A,7936.0
ACADSB,8832.0
KIAA0408,6123.0
ACYP1,6103.0
LCT,6310.0
YAE1D1,5492.0
TRMT10C,8309.0
ZNF35,7191.0
ERI1,7268.0
CFAP126,7696.0
ZNF292,4814.0
LOC102165834,6480.0
LOC110255744,7280.0
C14H1orf131,8456.0
LOC110257054,7212.0
LOC102165318,7639.0
ZNF41,7449.0
GLT8D1,7841.0
FGD4,7557.0
KTN1,5796.0
CEBPZOS,7141.0
LOC110260246,7189.0
TMEM236,6917.0
LOC100525417,7360.0
VPS13C,6307.0
PAPD4,6991.0
LOC100152848,9975.0
DEK,6918.0
LOC102161032,7725.0
CTNNA3,10968.0
ZBTB37,7486.0
AGO3,9126.0
GJA1,8072.0
ANKRD12,3370.0
LRRC8D,5742.0
ZDBF2,5348.0
FAM76A,7601.0
NAV2,11283.0
SLC41A1,5373.0
PPP3CC,7623.0
LOC100512977,7499.0
RBM5,3857.0
RERE,6442.0
KMT2E,4913.0
KLHL24,16673.0
RCHY1,6481.0
LOC110255459,6600.0
LOC102167697,8003.0
NUGGC,7100.0
PDLIM7,10394.0
MTMR8,6670.0
KCNJ2,10558.0
LOC100523215,6004.0
ZC3H10,5274.0
GCNT1,7041.0
ATXN1,8350.0
ACAP2,5732.0
LOC102159014,8191.0
H6PD,7906.0
LOC102165363,6993.0
MAST4,10948.0
TBCCD1,7073.0
LOC110256014,8576.0
PIP5K1A,5770.0
PER1,5678.0
TNFSF10,4791.0
GRIK1,7194.0
TMEM30A,6478.0
LOC110260332,7166.0
LOC106508127,5790.0
RHOQ,6775.0
GTF2E1,7658.0
FOXP1,6453.0
LOC102164818,7050.0
LOC110255500,5920.0
LOC106507496,7441.0
SEMA5A,5069.0
INSR,10172.0
COL4A2,2638.0
PKP2,11305.0
RBMX,8600.0
OIP5,7356.0
LOC106506539,6683.0
TRIM55,8815.0
OST4,6625.0
TMSB4X,1663.0
LOC110259416,5037.0
CYP4V2,6952.0
DPH6,7093.0
LOC110261142,6290.0
KMT2C,3784.0
DOCK7,6021.0
FRMD4A,5469.0
ZNF764,7003.0
ASB10,4948.0
CHD2,3848.0
TCF12,5447.0
LOC102163764,7384.0
LOC110256161,4301.0
PAK2,6827.0
LOC100514340,4287.0
CELF1,6297.0
LOC110260347,6630.0
LOC110261324,7105.0
ZNF146,6098.0
MPHOSPH8,3939.0
LOC110261787,6420.0
NAGK,5956.0
BRI3BP,5640.0
TPT1,6592.0
SLTM,5691.0
LOC110255297,7337.0
ARHGAP24,6562.0
LOC110255759,6749.0
SYNE1,5469.0
LOC100623639,6317.0
ZNF331,7617.0
TYK2,5176.0
LOC100624077,971.0
GEMIN2,6009.0
LOC100524923,6950.0
LOC102157791,6737.0
RIPOR2,7478.0
CRY1,6540.0
LAMC1,2546.0
GNA15,6701.0
BORCS7,7314.0
EGR1,2431.0
LOC102159476,7007.0
KIF1B,6459.0
VEZT,7553.0
PLAGL1,3963.0
FOPNL,5817.0
LOC102164595,9405.0
GNAS,3217.0
GGPS1,6947.0
GRK5,5741.0
DSN1,6280.0
RFX5,7117.0
PTMA,3782.0
LOC110256034,7128.0
RETREG1,5064.0
LOC100623720,1050.0
GMEB1,5819.0
NFIB,5676.0
TBL2,5767.0
CPSF6,5838.0
STXBP6,8387.0
SUSD1,8310.0
EMR4,5953.0
TRA2B,3293.0
LOC110261467,7304.0
NUP54,3463.0
LAMA4,3600.0
RPS24,5449.0
SOCS5,7153.0
PKD2,4944.0
ASAH2,5825.0
CCDC12,6192.0
LOC106507755,6469.0
LOC102167685,7563.0
NUFIP2,4430.0
KLF6,1933.0
HP1BP3,6306.0
LOC100738812,5583.0
RBM15,5752.0
LOC106506681,6854.0
THSD4,6890.0
DISP2,6221.0
RBM26,5726.0
DNMT3A,4386.0
NIN,4565.0
B3GNT6,6290.0
LINGO4,7152.0
SVIL,9889.0
CNR1,6281.0
LARP1,7249.0
WSB1,2152.0
ZNF135,5961.0
EHBP1,10242.0
LOC102165528,6900.0
LOC106507787,6113.0
ETFBKMT,5747.0
LOC110257543,8655.0
LOC100738134,6081.0
RNF135,6826.0
LPL,6115.0
FGL2,7450.0
LOC110260979,7350.0
NFIA,4869.0
GFOD1,6443.0
U2SURP,3925.0
IRS2,2457.0
ENAH,8268.0
LOC100152566,7839.0
RINT1,5797.0
TBC1D5,6790.0
ZNF283,5872.0
RAPGEF2,8182.0
POU5F2,4876.0
GDAP2,6098.0
B2M,1044.0
SLC46A3,4957.0
IKZF2,5283.0
DIAPH2,3512.0
SOX5,3790.0
ZBTB8A,7459.0
LOC106505250,5713.0
ERCC6,5436.0
PPP3CB,5313.0
HNRNPF,4636.0
LOC110261321,6973.0
HELB,5236.0
LOC110260438,11286.0
LOC100624226,2684.0
GIGYF1,7470.0
PDK4,5174.0
QSER1,5713.0
UIMC1,5057.0
ZNF280D,6053.0
LOC110257189,6318.0
FBXW7,14897.0
COX7C,7519.0
VWA5A,6665.0
LARP4B,5093.0
LOC110257243,7048.0
FLNA,8361.0
HS2ST1,6768.0
PTP4A2,8073.0
LOC110260289,5136.0
TESPA1,7073.0
LOC100519643,6558.0
NAALADL2,6379.0
ENPP3,2958.0
MMRN2,5862.0
FKRP,5593.0
CHD1,6060.0
YBX3,4770.0
SNX1,6286.0
MARCH7,5086.0
BBIP1,5148.0
TARSL2,5505.0
LOC110256756,7101.0
LOC110256306,7192.0
RPE,6285.0
FAM237A,6208.0
CAMK2A,5204.0
LOC100623534,4388.0
SFXN3,6998.0
CREB5,4575.0
RPGR,5533.0
CCND1,5461.0
ZNF572,5628.0
PLSCR4,2476.0
LCORL,6098.0
PER3,5275.0
CCSER2,6702.0
SETX,3487.0
ATP6AP1L,6325.0
PPFIBP2,6934.0
TNNC1,8994.0
EPG5,6049.0
GHSR,7226.0
IL6ST,5574.0
PLXDC2,2121.0
LOC110262100,6600.0
TSPAN5,4410.0
RBPJ,2234.0
SRPK2,5553.0
FKBP5,4065.0
LRRC66,5241.0
LIN7A,6220.0
PFKFB2,5927.0
RNF8,5542.0
LOC102167078,5923.0
LOC110256614,6862.0
RPL10,4440.0
MYSM1,4961.0
TEAD1,4618.0
TXNDC16,5615.0
LOC100152209,7916.0
TESC,7477.0
TMEM245,6379.0
SIKE1,5668.0
RIMS1,5404.0
LOC102163402,5108.0
ZFP36L1,2653.0
CCDC14,4954.0
LOC100621431,5603.0
APBA3,4186.0
PDE7A,7817.0
OBSCN,5109.0
ATP5E,4918.0
RHOF,6323.0
NIPBL,3146.0
SIRT1,5719.0
LOC100511275,6557.0
CREBRF,3620.0
CD200,5784.0
SLFN11,5364.0
MRPL1,5713.0
ANK1,4339.0
RASA4B,7158.0
SPARCL1,1190.0
LOC110257158,2970.0
LMNTD1,9914.0
LMBR1L,6408.0
ARHGAP28,3850.0
LUC7L,7678.0
PPIG,5568.0
SPPL2A,6165.0
KIAA0391,6006.0
CST3,3483.0
PTK2B,5066.0
SRSF11,3012.0
FAM198B,5797.0
FKBP15,5976.0
ZNF614,4910.0
ZBTB38,5935.0
MYCBP2,2973.0
PKN2,3203.0
PDE4B,5608.0
RPS8,3685.0
LOC106507881,7152.0
C14H1orf198,6610.0
RAD51B,6009.0
NFE2L2,5247.0
LOC110255190,10073.0
SLCO1A2,6460.0
RBM23,4559.0
EIF4G2,6690.0
LOC102162605,5120.0
PCGF5,9590.0
PLN,7359.0
ABCD1,8588.0
ATP2C2,15028.0
ZNF668,4987.0
NUDT9,4881.0
KDM2A,4321.0
SAMD12,6348.0
LOC106506052,5130.0
ARPP21,4972.0
BDH2,6160.0
ZZZ3,6527.0
ADAP2,4056.0
FLYWCH1,6320.0
RDH10,4936.0
TNFAIP8,4971.0
LOC100739425,3949.0
MED13L,3705.0
MBOAT2,5464.0
XRN1,3406.0
HNRNPA2B1,2590.0
THAP9,6342.0
ZNF582,5595.0
TSTD3,7579.0
LOC110260355,5072.0
PAFAH2,5429.0
MGEA5,4455.0
LOC110255435,6062.0
OMD,2990.0
RRAD,8983.0
LOC100626250,4648.0
RPS15,3630.0
MED6,6610.0
ASB16,6925.0
ENPP4,5596.0
RSRC2,3342.0
LOC100512341,8315.0
RNF223,5758.0
ZNF789,4641.0
EN1,6570.0
LOC110257277,8409.0
SCRG1,6541.0
MPHOSPH9,4338.0
ACTR8,4798.0
NMRK2,4206.0
USP45,8496.0
WIPI2,4358.0
LRIG2,4895.0
FAM126A,5741.0
ATG7,6045.0
TRAK1,5577.0
SESN1,7105.0
NFYC,5314.0
C3H2orf73,6091.0
LOC102166063,6010.0
LOC100517751,5556.0
RNF125,3847.0
CD47,6543.0
CRNKL1,4496.0
KMT2A,3959.0
ZBTB16,4817.0
CFD,462.0
AKAP14,5192.0
MLKL,5679.0
TIPIN,5290.0
PHLDB1,5437.0
ARID5B,3332.0
LOC110261284,5277.0
NID1,2494.0
HSP90B1,4878.0
TRIP11,7212.0
DENND2A,5607.0
MXRA7,5511.0
C1GALT1,5847.0
TRIM52,6415.0
XYLB,5347.0
ERBIN,5557.0
ADAMTS5,391.0
LOC102160748,21625.0
TULP4,4638.0
ZEB2,1689.0
RBM25,3563.0
ZFYVE16,3324.0
TMSB10,1717.0
RWDD2B,5510.0
LOC102161092,5638.0
ST3GAL4,4214.0
ZNF8,3930.0
LOC100516355,5880.0
BDH1,5461.0
TMEM182,9459.0
MYOM1,5903.0
CDC14B,4941.0
RAB11FIP4,5918.0
ESF1,4020.0
LOC100620498,4616.0
VPS13B,5334.0
DDX58,5269.0
USP16,4801.0
LOC100520452,5007.0
LOC100151870,5081.0
CDC42EP3,7971.0
PML,4464.0
GATA6,6312.0
GLRA3,5610.0
RPL13A,3628.0
LRRTM3,9794.0
ZNF518A,4382.0
ANKRD65,5484.0
ITM2B,2236.0
SLC16A14,6054.0
CAST,5876.0
ZNF594,7154.0
LOC110256047,5672.0
MFSD4B,5250.0
ANGEL2,3605.0
LOC100624067,6038.0
VIM,1359.0
GAPVD1,3683.0
ASB13,4297.0
RPUSD4,5312.0
TMF1,4609.0
ARHGEF6,5769.0
N4BP2L2,5047.0
LAMB2,4140.0
SLC13A5,5005.0
DNAJC16,5230.0
EFNA5,8895.0
TRAPPC8,4863.0
LOC106509622,3654.0
PPFIA1,4740.0
LOC100522281,5331.0
COG6,5270.0
CCDC186,3364.0
ZNF436,5458.0
TGFA,4897.0
TMEM72,4950.0
HNRNPLL,5444.0
CCDC82,4279.0
SPON2,655.0
ITGB1BP2,9476.0
FERMT2,4354.0
GLG1,5728.0
EPB41L5,6425.0
TET2,3537.0
ADAM7,5774.0
PPP1R12B,6009.0
LOC110261285,4798.0
KIF3B,5414.0
LOC110256702,5664.0
TBC1D32,4961.0
CIITA,4524.0
MAP7D1,4572.0
HECW1,5073.0
LOC106508724,6781.0
RNF19A,3449.0
MARCKS,1059.0
LOC110255782,10000.0
FBXO25,4242.0
ISPD,4759.0
ZNF7,5391.0
EREG,5717.0
CLIC6,5046.0
ACOX1,4837.0
LOC102166622,6244.0
ATM,4071.0
RPAP3,3566.0
MALT1,4753.0
PRKAA2,9652.0
F11,6118.0
LOC110262049,4961.0
SSH1,3815.0
HPGD,1340.0
DCK,5075.0
THOC2,3320.0
FZD3,5461.0
ZYG11B,5244.0
SCAF11,2888.0
LAMB1,2268.0
LOC110257026,4092.0
RPL27A,3182.0
LOC102159599,4460.0
SCAF8,4009.0
ARHGAP5,4185.0
LOC106508271,3931.0
IMMP2L,4875.0
CCNB1IP1,6130.0
BRD9,3749.0
SLC26A1,3816.0
LOC110262225,5464.0
C12H17orf80,4645.0
ADNP,5129.0
PRELID3A,5445.0
AGGF1,5201.0
SGIP1,4804.0
RGMA,2431.0
DCLK1,3923.0
AVIL,3548.0
GPR21,4484.0
ARL16,4843.0
MEST,4985.0
ATF7,4789.0
GIMAP1,2055.0
CYP27B1,5052.0
TMEM241,4500.0
RMDN2,3986.0
CACNB2,5931.0
PPP1R10,4708.0
SLA-1,626.0
ZNF333,5230.0
RBM20,5379.0
LOC110260091,4417.0
ENPP1,1653.0
CFDP1,3855.0
LOC110256637,3381.0
METTL25,3460.0
COLGALT1,2693.0
ZCCHC24,4110.0
DOCK5,4955.0
ZNF511,4277.0
LOC110259828,4220.0
GABPB2,4338.0
RPS29,2683.0
DDIT4L,5130.0
LOC102158192,8027.0
PELI1,3108.0
NEK5,5211.0
UBE2H,6685.0
ACOT13,5652.0
ELK4,4248.0
ABCC5,2964.0
DMTF1,4391.0
FTH1,3733.0
SPATA6L,5598.0
CIPC,4593.0
TXLNB,6324.0
LOC102165822,6613.0
MTERF3,5201.0
LOC102166005,5317.0
LOC100736666,4344.0
BAG4,5427.0
GALNT15,4826.0
ARF1,4308.0
RABGAP1L,3862.0
STEAP2,6221.0
RNF152,4064.0
LOC100737021,6298.0
EML4,4458.0
LANCL2,4246.0
LOC100737060,5077.0
SNX7,4734.0
CXADR,4897.0
PTP4A3,3705.0
LOC110260905,4492.0
LOC102160389,5654.0
TARDBP,2430.0
ST3GAL5,3742.0
FBXL18,3529.0
CCDC141,6129.0
UPF2,3353.0
LOC110260060,5665.0
DIRC2,5189.0
EPB41L2,883.0
GOLGB1,2575.0
SLC12A7,5059.0
CMTM7,3389.0
RHOBTB2,4554.0
SYT16,5482.0
PRR7,2047.0
LOC102163845,4230.0
POGLUT1,5174.0
ZNF662,3996.0
SERF2,4523.0
SPRY1,458.0
SRL,5758.0
NUP43,4313.0
LOC100621494,4949.0
ASB15,5256.0
JPH1,7596.0
ZNRF1,5156.0
EPB41,4856.0
DDHD2,4207.0
EMP2,4241.0
DCAF11,4435.0
FSTL1,1432.0
LOC110257276,6319.0
LOC100525346,5264.0
LOC106505879,5591.0
LOC102165110,4007.0
TRIM72,4505.0
POFUT1,4007.0
PPP4R1L,4722.0
LOC110261654,5259.0
LOC100736659,4815.0
GTF2H3,4666.0
ZFC3H1,2391.0
LOC100523897,3869.0
ZC3H8,3980.0
FAM151B,4706.0
SMAD4,4477.0
MLLT6,2706.0
SUPT20H,4358.0
HECTD4,5062.0
LOC102165008,4292.0
TUBGCP6,4306.0
ZNF207,4912.0
LOC102158108,5071.0
LOC110256850,7739.0
MTFR2,4397.0
FNDC3A,3572.0
KIAA0754,3564.0
LOC100515643,4262.0
TMEM132D,4082.0
CXHXorf21,3948.0
BPTF,2383.0
VWA3B,5256.0
TM4SF19,4907.0
ATP5B,8223.0
EIF1,2986.0
LOC110259948,3599.0
STRN3,4424.0
RPS20,2544.0
NDUFS6,5038.0
LOC100739365,6678.0
ST8SIA5,4648.0
RPL23,2240.0
KLHL15,3985.0
SPAG9,3221.0
SLC25A40,4426.0
C3AR1,2895.0
NVL,3723.0
EEF2,2827.0
LOC110255743,5946.0
RMND5B,4684.0
CTGF,3853.0
NOVA1,1679.0
MOB1B,4080.0
SAP18,4377.0
RPL7A,2666.0
LOC102166619,4498.0
ZBTB5,4504.0
RMDN1,4314.0
ARHGEF2,3604.0
BCL2L13,4448.0
LOC100511862,5087.0
LOC102160169,4581.0
BOD1L1,2444.0
ZNF664,7681.0
ADAL,4085.0
NDRG2,4151.0
LOC110261989,4299.0
YIPF1,4010.0
FAT1,3945.0
RNMT,4152.0
SNTB2,2924.0
LOC100524378,3874.0
C14H12orf49,5367.0
YPEL2,3607.0
LOC110260087,4002.0
