,aggregate_gene_expression
PIK3R1,4890.0
LDB3,17156.0
LOC110261250,10696.0
ANKRD6,10969.0
CPEB4,12714.0
ARGLU1,8215.0
PRPF4B,8097.0
GADD45G,6878.0
KSR1,9904.0
MYL6,16958.0
ST7,10079.0
DNAJB4,13058.0
LOC110260441,8593.0
TTC5,9442.0
ZNF605,8603.0
GLUL,2085.0
NRAP,20001.0
DCP1B,7578.0
LARP7,13843.0
HNRNPDL,10185.0
CIRBP,6963.0
ACER3,7446.0
EXOC4,8296.0
BCL2,6516.0
LOC100621388,8259.0
LOC100620825,8446.0
SLC6A20,9544.0
LTV1,7984.0
CTCF,7844.0
UBR2,7286.0
SASH1,7475.0
SDR42E1,8798.0
ACIN1,8886.0
NUDT6,7493.0
LOC100520273,9106.0
PCNP,9043.0
LOC100521680,3232.0
LOC110256171,8555.0
CELF2,7709.0
ZNF644,10750.0
TRPM7,10926.0
LOC100513397,11476.0
STXBP4,9835.0
RORA,6020.0
C14H10orf62,8082.0
LOC102163381,9815.0
LOC102166633,8712.0
TNIP2,7880.0
LOC110256684,8235.0
ARMC2,4881.0
LOC102165098,8871.0
LOC106506763,7182.0
EIF4A2,6909.0
PPP1R3G,7965.0
LOC106507710,8424.0
MDM4,8030.0
LOC110259451,8062.0
LOC100624329,4511.0
MYOM2,12003.0
SSR3,6749.0
RNF168,7027.0
LOC100523609,9856.0
SRRM1,9249.0
NBEAL1,7407.0
LOC110260100,9255.0
TSPAN12,11873.0
MAVS,8804.0
CDK12,9137.0
PXMP4,9649.0
ESRRG,12383.0
LOC110261048,8254.0
SNRNP70,7657.0
TOMM70,9704.0
PLCH1,8532.0
MAP4,9852.0
EBF1,1009.0
GCDH,7077.0
CHRAC1,6911.0
ASPRV1,8240.0
PDE1C,8450.0
HNRNPL,15369.0
LOC100519853,7296.0
LOC106505679,8298.0
LOC110255935,7920.0
ZNF470,7282.0
MSH3,9236.0
KANSL3,8360.0
AGO4,6539.0
MBD1,8093.0
ZNF581,8126.0
IL33,7443.0
PLEKHA5,9213.0
ACSS3,20246.0
PRR16,11715.0
ST7L,7957.0
LOC106509301,9413.0
ASB4,10410.0
HOMER2,12727.0
LOC110261648,3675.0
MAP2K5,7716.0
HEXIM2,8208.0
LOC102166500,7306.0
RNF207,11584.0
LRRFIP1,7708.0
LOC106504991,7887.0
HDAC9,8165.0
LOC100524391,9316.0
TMEM65,11346.0
LOC110259890,10479.0
PPP2R2B,8533.0
EID3,7986.0
FSCN2,6337.0
CHIC2,7159.0
EMC2,9016.0
ADGRD1,2510.0
CREBZF,9118.0
TMEM200A,9495.0
LOC102167067,6580.0
LOC102161584,7388.0
SIAH1,6903.0
LOC110255861,5703.0
GXYLT2,7084.0
MMP11,9036.0
LRRC2,11423.0
CDC14A,7204.0
HKDC1,8315.0
CENPJ,9168.0
LOC102162007,10299.0
JARID2,10959.0
LRCH3,11462.0
CD163,381.0
RBM39,6839.0
ZNF81,6989.0
PYGB,9289.0
ZC3H11A,8199.0
LOC102167692,6796.0
RB1CC1,7539.0
BLCAP,10863.0
CTSC,10492.0
ANK3,10072.0
LOC110257855,8285.0
CHODL,8291.0
LOC106509692,7809.0
LOC106509733,4548.0
AKAP13,6381.0
LOC110260681,8831.0
DAP3,9870.0
TNFSF9,7981.0
LOC110257077,7373.0
DNAJA2,7677.0
FNBP4,5090.0
ZNF462,8326.0
C9H1orf186,7361.0
TTC33,7705.0
SRSF10,9407.0
RPS2,7073.0
JMJD1C,6979.0
CNOT10,7352.0
ITPRIP,7130.0
CRIPT,7179.0
LOC102164650,9908.0
SUN2,4929.0
FRMPD4,7390.0
PRICKLE2,10240.0
METAP1,6871.0
LOC102160780,9080.0
SPATA17,7612.0
UBXN2A,6866.0
MIER1,6478.0
LOC102158214,8802.0
LOC106510411,7464.0
TRAF6,10903.0
LOC102165633,6298.0
ACTN2,17306.0
MFAP5,671.0
AHNAK,2502.0
NRF1,7276.0
LOC100517194,10276.0
PPP1R12A,10154.0
AASDH,7323.0
CACNA1C,8555.0
ADPRH,8084.0
ARHGEF18,6723.0
SLU7,6826.0
UTRN,6829.0
ZNF106,17762.0
APAF1,5850.0
ZNF304,6055.0
CDNF,6993.0
XRCC4,7924.0
PHF14,7157.0
EPHB6,6658.0
LOC110256643,2348.0
MEF2C,8604.0
LOC110256084,5660.0
ACTR3,6580.0
DCLRE1B,6975.0
ZNF397,7557.0
PTGER3,11817.0
MITF,14213.0
ZCCHC8,6645.0
RUNX1T1,6543.0
SARNP,7261.0
LOC106507649,15720.0
ALDH16A1,5958.0
CCNT2,6548.0
ENTPD1,7000.0
PKNOX1,6333.0
LOC106510131,6056.0
NPTN,8450.0
PHLDB2,7300.0
IL17B,10958.0
LOC102162071,2453.0
LOC110256056,6722.0
EEF1A1,2682.0
TNS1,6207.0
LOC110259371,6915.0
SYNM,10881.0
INPP4B,13429.0
ASH1L,6737.0
ZUFSP,6157.0
SOX4,11112.0
DGKZ,5573.0
NSD3,6946.0
IGF2,762.0
LOC110260756,7626.0
ZBTB25,8316.0
SLC9B2,13446.0
MTPAP,7444.0
B3GALT5,6682.0
DOCK10,9824.0
TRAF5,8263.0
ADRA1A,6549.0
LOC110257596,7762.0
SLC5A8,7301.0
MKL2,5799.0
SLC38A9,5847.0
RPLP1,5297.0
CARS,7462.0
LOC106509455,6167.0
LOC110256765,12409.0
LOC110260244,6629.0
LRRC34,6697.0
SREK1,6117.0
LOC102157424,5725.0
SLC38A2,7137.0
ZNF197,6450.0
YTHDF2,6608.0
TIRAP,7190.0
LOC102160670,7293.0
TTC4,9866.0
LOC110261318,6858.0
SLC35B4,10738.0
CCNL2,5770.0
SRSF7,5695.0
TINF2,6530.0
PGM1,7023.0
PRPF40A,6115.0
POU1F1,7265.0
LOC110259220,5865.0
USP15,9058.0
FOXN3,6348.0
GOSR2,5900.0
RNPC3,5971.0
IL12RB2,7205.0
LOC100737511,7285.0
LOC110260809,6569.0
TMEM192,6302.0
ZNF143,6222.0
SATL1,8001.0
DCUN1D2,6026.0
CD86,8740.0
MPDZ,6629.0
TMC7,13864.0
SLC16A7,13172.0
SLMAP,9923.0
CHD9,5883.0
LOC106504205,7762.0
PCDH7,10352.0
SNAP29,6492.0
LOC102161749,5654.0
LOC110261188,9134.0
BRAF,7071.0
MKLN1,7118.0
CDH2,10072.0
SAT1,1792.0
RSRC1,5758.0
LOC100521972,6586.0
CWF19L1,6895.0
LOC100517712,5565.0
ATRX,5698.0
EIF2AK2,4348.0
GIPC2,7470.0
FMO2,2963.0
DYRK1A,6796.0
ACADSB,7543.0
KIAA0408,5353.0
ACYP1,7602.0
LCT,8423.0
YAE1D1,5031.0
TRMT10C,7017.0
ZNF35,6258.0
ERI1,6306.0
CFAP126,5755.0
ZNF292,5986.0
LOC102165834,8115.0
LOC110255744,7242.0
C14H1orf131,6895.0
LOC110257054,5006.0
LOC102165318,7106.0
ZNF41,6448.0
GLT8D1,6659.0
FGD4,7591.0
KTN1,7634.0
CEBPZOS,6987.0
LOC110260246,6212.0
TMEM236,5936.0
LOC100525417,6070.0
VPS13C,5841.0
PAPD4,6861.0
LOC100152848,7042.0
DEK,5710.0
LOC102161032,7164.0
CTNNA3,11440.0
ZBTB37,5780.0
AGO3,7666.0
GJA1,8465.0
ANKRD12,4151.0
LRRC8D,4596.0
ZDBF2,4736.0
FAM76A,7201.0
NAV2,9901.0
SLC41A1,6798.0
PPP3CC,6255.0
LOC100512977,7498.0
RBM5,5013.0
RERE,5967.0
KMT2E,4702.0
KLHL24,10469.0
RCHY1,6171.0
LOC110255459,5875.0
LOC102167697,6217.0
NUGGC,5786.0
PDLIM7,11009.0
MTMR8,6577.0
KCNJ2,10225.0
LOC100523215,4923.0
ZC3H10,5043.0
GCNT1,6614.0
ATXN1,7482.0
ACAP2,4171.0
LOC102159014,6810.0
H6PD,7277.0
LOC102165363,5660.0
MAST4,6919.0
TBCCD1,6446.0
LOC110256014,8413.0
PIP5K1A,4546.0
PER1,3462.0
TNFSF10,4378.0
GRIK1,6950.0
TMEM30A,5852.0
LOC110260332,5744.0
LOC106508127,5052.0
RHOQ,9076.0
GTF2E1,6134.0
FOXP1,5493.0
LOC102164818,6681.0
LOC110255500,7048.0
LOC106507496,6007.0
SEMA5A,3746.0
INSR,6512.0
COL4A2,2348.0
PKP2,9585.0
RBMX,7462.0
OIP5,7541.0
LOC106506539,6675.0
TRIM55,10996.0
OST4,5372.0
TMSB4X,1304.0
LOC110259416,5801.0
CYP4V2,5347.0
DPH6,6323.0
LOC110261142,6493.0
KMT2C,4454.0
DOCK7,5675.0
FRMD4A,4425.0
ZNF764,6537.0
ASB10,6467.0
CHD2,7026.0
TCF12,5106.0
LOC102163764,7240.0
LOC110256161,3958.0
PAK2,5756.0
LOC100514340,3770.0
CELF1,5123.0
LOC110260347,5199.0
LOC110261324,5398.0
ZNF146,6544.0
MPHOSPH8,4362.0
LOC110261787,6642.0
NAGK,4659.0
BRI3BP,5069.0
TPT1,6156.0
SLTM,5795.0
LOC110255297,6894.0
ARHGAP24,6079.0
LOC110255759,5269.0
SYNE1,8830.0
LOC100623639,5147.0
ZNF331,6127.0
TYK2,6288.0
LOC100624077,1164.0
GEMIN2,5662.0
LOC100524923,5798.0
LOC102157791,7511.0
RIPOR2,5912.0
CRY1,6391.0
LAMC1,2521.0
GNA15,5305.0
BORCS7,6910.0
EGR1,622.0
LOC102159476,5806.0
KIF1B,6824.0
VEZT,6345.0
PLAGL1,4349.0
FOPNL,5592.0
LOC102164595,7971.0
GNAS,3784.0
GGPS1,5787.0
GRK5,5582.0
DSN1,4971.0
RFX5,6346.0
PTMA,2461.0
LOC110256034,6222.0
RETREG1,6840.0
LOC100623720,893.0
GMEB1,5487.0
NFIB,4903.0
TBL2,4761.0
CPSF6,5136.0
STXBP6,8078.0
SUSD1,6939.0
EMR4,5117.0
TRA2B,3928.0
LOC110261467,6306.0
NUP54,4696.0
LAMA4,3567.0
RPS24,5469.0
SOCS5,6043.0
PKD2,3614.0
ASAH2,5201.0
CCDC12,5453.0
LOC106507755,7178.0
LOC102167685,5776.0
NUFIP2,5366.0
KLF6,2342.0
HP1BP3,4379.0
LOC100738812,4498.0
RBM15,5613.0
LOC106506681,5228.0
THSD4,6069.0
DISP2,5510.0
RBM26,5001.0
DNMT3A,4109.0
NIN,4220.0
B3GNT6,5231.0
LINGO4,6019.0
SVIL,8789.0
CNR1,6386.0
LARP1,5069.0
WSB1,1885.0
ZNF135,5233.0
EHBP1,23004.0
LOC102165528,6387.0
LOC106507787,5052.0
ETFBKMT,4837.0
LOC110257543,10293.0
LOC100738134,5457.0
RNF135,6395.0
LPL,5544.0
FGL2,6247.0
LOC110260979,7127.0
NFIA,4213.0
GFOD1,5753.0
U2SURP,5531.0
IRS2,2962.0
ENAH,7604.0
LOC100152566,7739.0
RINT1,4887.0
TBC1D5,6078.0
ZNF283,5131.0
RAPGEF2,7647.0
POU5F2,4442.0
GDAP2,4945.0
B2M,1204.0
SLC46A3,4395.0
IKZF2,5639.0
DIAPH2,4607.0
SOX5,3148.0
ZBTB8A,5816.0
LOC106505250,5176.0
ERCC6,4072.0
PPP3CB,5095.0
HNRNPF,3840.0
LOC110261321,6539.0
HELB,4828.0
LOC110260438,7396.0
LOC100624226,2336.0
GIGYF1,5963.0
PDK4,1197.0
QSER1,5207.0
UIMC1,4558.0
ZNF280D,6210.0
LOC110257189,4889.0
FBXW7,7616.0
COX7C,10588.0
VWA5A,5365.0
LARP4B,4746.0
LOC110257243,6588.0
FLNA,6627.0
HS2ST1,6158.0
PTP4A2,5753.0
LOC110260289,4975.0
TESPA1,6076.0
LOC100519643,5369.0
NAALADL2,5953.0
ENPP3,4713.0
MMRN2,4792.0
FKRP,4285.0
CHD1,5961.0
YBX3,3996.0
SNX1,5144.0
MARCH7,5189.0
BBIP1,4389.0
TARSL2,5244.0
LOC110256756,6075.0
LOC110256306,7877.0
RPE,5280.0
FAM237A,5458.0
CAMK2A,9092.0
LOC100623534,3586.0
SFXN3,5820.0
CREB5,4991.0
RPGR,4492.0
CCND1,4625.0
ZNF572,4720.0
PLSCR4,2070.0
LCORL,6717.0
PER3,4558.0
CCSER2,7904.0
SETX,3301.0
ATP6AP1L,5734.0
PPFIBP2,5330.0
TNNC1,9471.0
EPG5,4605.0
GHSR,5849.0
IL6ST,3181.0
PLXDC2,1971.0
LOC110262100,7092.0
TSPAN5,4141.0
RBPJ,1676.0
SRPK2,5456.0
FKBP5,2455.0
LRRC66,5711.0
LIN7A,4422.0
PFKFB2,6384.0
RNF8,5678.0
LOC102167078,4798.0
LOC110256614,5815.0
RPL10,4403.0
MYSM1,4665.0
TEAD1,5280.0
TXNDC16,5563.0
LOC100152209,6398.0
TESC,7009.0
TMEM245,5544.0
SIKE1,4850.0
RIMS1,5176.0
LOC102163402,4625.0
ZFP36L1,1904.0
CCDC14,4371.0
LOC100621431,4461.0
APBA3,5039.0
PDE7A,9355.0
OBSCN,6024.0
ATP5E,5544.0
RHOF,7845.0
NIPBL,3798.0
SIRT1,5107.0
LOC100511275,5487.0
CREBRF,4029.0
CD200,5316.0
SLFN11,4391.0
MRPL1,6067.0
ANK1,8619.0
RASA4B,5567.0
SPARCL1,1177.0
LOC110257158,2268.0
LMNTD1,5236.0
LMBR1L,5790.0
ARHGAP28,3873.0
LUC7L,6622.0
PPIG,4721.0
SPPL2A,5361.0
KIAA0391,5159.0
CST3,1441.0
PTK2B,5191.0
SRSF11,2892.0
FAM198B,5070.0
FKBP15,4718.0
ZNF614,5086.0
ZBTB38,5494.0
MYCBP2,3826.0
PKN2,4566.0
PDE4B,4358.0
RPS8,3420.0
LOC106507881,6488.0
C14H1orf198,6066.0
RAD51B,4427.0
NFE2L2,4629.0
LOC110255190,7181.0
SLCO1A2,5432.0
RBM23,4573.0
EIF4G2,6027.0
LOC102162605,4811.0
PCGF5,7004.0
PLN,11131.0
ABCD1,6723.0
ATP2C2,10162.0
ZNF668,4611.0
NUDT9,4206.0
KDM2A,4031.0
SAMD12,8536.0
LOC106506052,4264.0
ARPP21,4292.0
BDH2,4974.0
ZZZ3,5300.0
ADAP2,3936.0
FLYWCH1,5861.0
RDH10,4591.0
TNFAIP8,4196.0
LOC100739425,4134.0
MED13L,2931.0
MBOAT2,5053.0
XRN1,2729.0
HNRNPA2B1,3927.0
THAP9,5630.0
ZNF582,4952.0
TSTD3,6067.0
LOC110260355,5472.0
PAFAH2,3898.0
MGEA5,2771.0
LOC110255435,4714.0
OMD,2524.0
RRAD,8983.0
LOC100626250,6230.0
RPS15,3496.0
MED6,5851.0
ASB16,5925.0
ENPP4,4758.0
RSRC2,3741.0
LOC100512341,5229.0
RNF223,5019.0
ZNF789,3952.0
EN1,2085.0
LOC110257277,8988.0
SCRG1,4453.0
MPHOSPH9,5235.0
ACTR8,4613.0
NMRK2,5959.0
USP45,6730.0
WIPI2,4320.0
LRIG2,4944.0
FAM126A,3755.0
ATG7,5302.0
TRAK1,4333.0
SESN1,4372.0
NFYC,5493.0
C3H2orf73,4643.0
LOC102166063,4863.0
LOC100517751,4433.0
RNF125,3965.0
CD47,4860.0
CRNKL1,4487.0
KMT2A,3123.0
ZBTB16,5915.0
CFD,373.0
AKAP14,4238.0
MLKL,4974.0
TIPIN,4515.0
PHLDB1,5720.0
ARID5B,3292.0
LOC110261284,4807.0
NID1,1840.0
HSP90B1,4698.0
TRIP11,7233.0
DENND2A,3193.0
MXRA7,3462.0
C1GALT1,5400.0
TRIM52,5983.0
XYLB,4286.0
ERBIN,4324.0
ADAMTS5,169.0
LOC102160748,10118.0
TULP4,4328.0
ZEB2,1579.0
RBM25,3542.0
ZFYVE16,3229.0
TMSB10,1180.0
RWDD2B,4515.0
LOC102161092,5349.0
ST3GAL4,3136.0
ZNF8,3735.0
LOC100516355,4579.0
BDH1,4402.0
TMEM182,10155.0
MYOM1,7709.0
CDC14B,3627.0
RAB11FIP4,6217.0
ESF1,6217.0
LOC100620498,4229.0
VPS13B,5823.0
DDX58,5356.0
USP16,4775.0
LOC100520452,4884.0
LOC100151870,4859.0
CDC42EP3,6698.0
PML,3691.0
GATA6,5092.0
GLRA3,4436.0
RPL13A,3198.0
LRRTM3,7840.0
ZNF518A,3621.0
ANKRD65,4860.0
ITM2B,1722.0
SLC16A14,4770.0
CAST,7739.0
ZNF594,4782.0
LOC110256047,4640.0
MFSD4B,4536.0
ANGEL2,3545.0
LOC100624067,6598.0
VIM,955.0
GAPVD1,3940.0
ASB13,4148.0
RPUSD4,4834.0
TMF1,4344.0
ARHGEF6,6063.0
N4BP2L2,7356.0
LAMB2,4501.0
SLC13A5,4020.0
DNAJC16,4243.0
EFNA5,5800.0
TRAPPC8,4553.0
LOC106509622,3048.0
PPFIA1,4096.0
LOC100522281,4777.0
COG6,4540.0
CCDC186,4578.0
ZNF436,5745.0
TGFA,3779.0
TMEM72,5217.0
HNRNPLL,4178.0
CCDC82,3766.0
SPON2,430.0
ITGB1BP2,10260.0
FERMT2,5962.0
GLG1,5480.0
EPB41L5,7435.0
TET2,2852.0
ADAM7,4609.0
PPP1R12B,5313.0
LOC110261285,3967.0
KIF3B,4307.0
LOC110256702,4287.0
TBC1D32,4047.0
CIITA,3940.0
MAP7D1,5274.0
HECW1,4290.0
LOC106508724,4107.0
RNF19A,4784.0
MARCKS,705.0
LOC110255782,7572.0
FBXO25,3814.0
ISPD,5670.0
ZNF7,4776.0
EREG,4456.0
CLIC6,3967.0
ACOX1,3844.0
LOC102166622,4755.0
ATM,3642.0
RPAP3,3381.0
MALT1,4662.0
PRKAA2,8168.0
F11,5498.0
LOC110262049,3995.0
SSH1,2961.0
HPGD,1229.0
DCK,4091.0
THOC2,3413.0
FZD3,4898.0
ZYG11B,4858.0
SCAF11,3267.0
LAMB1,1811.0
LOC110257026,3641.0
RPL27A,3448.0
LOC102159599,4127.0
SCAF8,4227.0
ARHGAP5,4109.0
LOC106508271,3354.0
IMMP2L,4249.0
CCNB1IP1,5715.0
BRD9,3518.0
SLC26A1,3353.0
LOC110262225,4486.0
C12H17orf80,4170.0
ADNP,3433.0
PRELID3A,5046.0
AGGF1,4369.0
SGIP1,4557.0
RGMA,1993.0
DCLK1,3206.0
AVIL,3295.0
GPR21,4533.0
ARL16,3744.0
MEST,3892.0
ATF7,4618.0
GIMAP1,1765.0
CYP27B1,4182.0
TMEM241,4013.0
RMDN2,2846.0
CACNB2,6713.0
PPP1R10,4007.0
SLA-1,1386.0
ZNF333,4802.0
RBM20,5589.0
LOC110260091,3717.0
ENPP1,1151.0
CFDP1,3976.0
LOC110256637,3756.0
METTL25,3721.0
COLGALT1,2561.0
ZCCHC24,3073.0
DOCK5,4136.0
ZNF511,3933.0
LOC110259828,3877.0
GABPB2,3808.0
RPS29,3590.0
DDIT4L,8509.0
LOC102158192,4990.0
PELI1,3364.0
NEK5,4542.0
UBE2H,5500.0
ACOT13,5945.0
ELK4,3431.0
ABCC5,3451.0
DMTF1,4938.0
FTH1,2741.0
SPATA6L,4402.0
CIPC,4762.0
TXLNB,10273.0
LOC102165822,5323.0
MTERF3,4832.0
LOC102166005,3801.0
LOC100736666,3679.0
BAG4,4478.0
GALNT15,4133.0
ARF1,3174.0
RABGAP1L,3818.0
STEAP2,5145.0
RNF152,3286.0
LOC100737021,4761.0
EML4,1830.0
LANCL2,3318.0
LOC100737060,4118.0
SNX7,4037.0
CXADR,6004.0
PTP4A3,4381.0
LOC110260905,3569.0
LOC102160389,4633.0
TARDBP,3077.0
ST3GAL5,3367.0
FBXL18,3209.0
CCDC141,9431.0
UPF2,4087.0
LOC110260060,4341.0
DIRC2,5220.0
EPB41L2,529.0
GOLGB1,2704.0
SLC12A7,3699.0
CMTM7,3070.0
RHOBTB2,4058.0
SYT16,4564.0
PRR7,3191.0
LOC102163845,3895.0
POGLUT1,4012.0
ZNF662,3568.0
SERF2,4954.0
SPRY1,241.0
SRL,5838.0
NUP43,3993.0
LOC100621494,3980.0
ASB15,5202.0
JPH1,12267.0
ZNRF1,6168.0
EPB41,3716.0
DDHD2,3514.0
EMP2,3046.0
DCAF11,4796.0
FSTL1,924.0
LOC110257276,5003.0
LOC100525346,4145.0
LOC106505879,5305.0
LOC102165110,3840.0
TRIM72,3871.0
POFUT1,2914.0
PPP4R1L,3491.0
LOC110261654,4833.0
LOC100736659,4147.0
GTF2H3,4455.0
ZFC3H1,3055.0
LOC100523897,3574.0
ZC3H8,4783.0
FAM151B,3587.0
SMAD4,3623.0
MLLT6,2884.0
SUPT20H,4585.0
HECTD4,4314.0
LOC102165008,3767.0
TUBGCP6,4009.0
ZNF207,4773.0
LOC102158108,3662.0
LOC110256850,6077.0
MTFR2,4605.0
FNDC3A,2407.0
KIAA0754,4073.0
LOC100515643,3809.0
TMEM132D,3139.0
CXHXorf21,2976.0
BPTF,2854.0
VWA3B,4647.0
TM4SF19,4080.0
ATP5B,7854.0
EIF1,2706.0
LOC110259948,3220.0
STRN3,4600.0
RPS20,2838.0
NDUFS6,5477.0
LOC100739365,7040.0
ST8SIA5,3972.0
RPL23,2843.0
KLHL15,3438.0
SPAG9,3342.0
SLC25A40,4069.0
C3AR1,2913.0
NVL,3904.0
EEF2,2658.0
LOC110255743,5411.0
RMND5B,4842.0
CTGF,2697.0
NOVA1,1220.0
MOB1B,3642.0
SAP18,3752.0
RPL7A,2398.0
LOC102166619,3834.0
ZBTB5,3918.0
RMDN1,4357.0
ARHGEF2,4956.0
BCL2L13,4094.0
LOC100511862,3969.0
LOC102160169,4149.0
BOD1L1,2848.0
ZNF664,4419.0
ADAL,4166.0
NDRG2,3467.0
LOC110261989,3748.0
YIPF1,3341.0
FAT1,4798.0
RNMT,3660.0
SNTB2,2521.0
LOC100524378,3473.0
C14H12orf49,4412.0
YPEL2,3157.0
LOC110260087,4911.0
FAM185A,6365.0
