,aggregate_gene_expression
LOC110255652,12676.0
LOC110261306,11263.0
RRP8,11549.0
ANKRD42,13101.0
LYRM7,13043.0
WDR33,12174.0
YPEL1,11269.0
MACF1,13198.0
LMO7,21984.0
TTC14,10080.0
MYL3,9951.0
MBD5,14298.0
SOX6,15984.0
LOC100302368,12124.0
FILIP1,20783.0
PPIP5K2,20256.0
LOC100513362,12516.0
STRN,15726.0
SAMD5,11442.0
LOC102158906,12047.0
FILIP1L,9684.0
LOC106505107,9801.0
LOC106505411,12053.0
LOC110259304,12533.0
AGL,14347.0
ATF7IP,10658.0
NPPB,4355.0
CPT1B,15544.0
CALD1,10709.0
HNRNPH1,7282.0
ACTG1,8085.0
SLC16A10,13741.0
PNPLA4,11877.0
CTNND1,10672.0
NEK4,11650.0
TRPC1,11660.0
DDX46,8938.0
MLIP,14558.0
NAIF1,12588.0
LOC110256118,9944.0
GGCX,11953.0
ACTB,8751.0
LOC110257314,11314.0
DES,13991.0
AP4S1,11416.0
RBFOX2,12676.0
YIPF4,11930.0
IGFBP5,1000.0
SMG1,10091.0
LOC106506279,10654.0
LOC106508918,13102.0
SFPQ,11848.0
LIMS1,8782.0
AKAP9,10951.0
NOC3L,11233.0
GPATCH2,10477.0
HOOK3,10925.0
ARL14EP,10994.0
HIVEP2,8055.0
ZRANB2,8167.0
LPP,16145.0
LOC110261595,13399.0
LOC110257311,8480.0
NFAT5,12182.0
ITGB1,10344.0
LOC110257073,8857.0
PAG1,9655.0
UBE3A,12995.0
FAM227B,9829.0
LAMA2,6542.0
SEC61A1,11244.0
ELAC1,9478.0
LOC100521069,9481.0
PEX19,9492.0
ACSM5,10144.0
PGBD1,9146.0
LOC106508625,7476.0
LOC397451,7218.0
ENKUR,10929.0
DST,10030.0
GOLGA4,12106.0
NTRK2,7925.0
LOC106510599,9447.0
CASP10,8804.0
SLC39A14,13113.0
PRRC2C,7091.0
LOC110260596,10130.0
LOC102167727,9670.0
ADCY6,10927.0
LOC102164547,10733.0
LOC100737186,11177.0
SYNE2,8145.0
MAML2,5085.0
HNRNPU,11113.0
PNN,9559.0
CD109,10467.0
PCM1,9854.0
SPATA6,8567.0
NLRC3,9503.0
NACA,10382.0
LOC102161091,8596.0
LOC100737218,9320.0
LOC110255544,6885.0
GK,10453.0
KLF12,8851.0
UVSSA,9393.0
DGKH,8988.0
SRSF5,7428.0
LOC100520317,9408.0
MITD1,10720.0
LRMDA,9468.0
NOXRED1,9674.0
THBS1,2221.0
ZCCHC11,9430.0
LRRFIP2,11622.0
MAP3K5,12955.0
DUSP11,7410.0
LOC110255653,9305.0
HOMER1,13232.0
VAPB,8689.0
C15H2orf88,13970.0
LOC110260676,9354.0
PPM1K,7099.0
MYOZ2,14397.0
VEGFA,6740.0
OSGEPL1,10608.0
ECHDC1,9229.0
ZNF84,10611.0
MBNL1,7629.0
LOC100520512,600.0
JUN,7391.0
BTG2,3338.0
PIK3R1,5163.0
LDB3,18926.0
LOC110261250,10705.0
ANKRD6,10062.0
CPEB4,12514.0
ARGLU1,8090.0
PRPF4B,7297.0
GADD45G,6752.0
KSR1,8642.0
MYL6,10251.0
ST7,10480.0
DNAJB4,11965.0
LOC110260441,8573.0
TTC5,7997.0
ZNF605,8308.0
GLUL,1344.0
NRAP,10103.0
DCP1B,9959.0
LARP7,6844.0
HNRNPDL,7329.0
CIRBP,6662.0
ACER3,10195.0
EXOC4,7863.0
BCL2,7764.0
LOC100621388,9118.0
LOC100620825,8237.0
SLC6A20,9365.0
LTV1,9789.0
CTCF,8133.0
UBR2,9417.0
SASH1,6722.0
SDR42E1,8727.0
ACIN1,7575.0
NUDT6,8001.0
LOC100520273,8484.0
PCNP,8067.0
LOC100521680,6740.0
LOC110256171,8936.0
CELF2,8247.0
ZNF644,11734.0
TRPM7,9588.0
LOC100513397,8418.0
STXBP4,9168.0
RORA,6484.0
C14H10orf62,8468.0
LOC102163381,8521.0
LOC102166633,8240.0
TNIP2,7944.0
LOC110256684,8325.0
ARMC2,6086.0
LOC102165098,8832.0
LOC106506763,7810.0
EIF4A2,5880.0
PPP1R3G,7793.0
LOC106507710,7962.0
MDM4,7727.0
LOC110259451,9419.0
LOC100624329,5975.0
MYOM2,9567.0
SSR3,7614.0
RNF168,7031.0
LOC100523609,8420.0
SRRM1,10430.0
NBEAL1,5933.0
LOC110260100,8343.0
TSPAN12,8024.0
MAVS,8835.0
CDK12,9738.0
PXMP4,8928.0
ESRRG,10821.0
LOC110261048,8141.0
SNRNP70,8192.0
TOMM70,8847.0
PLCH1,8786.0
MAP4,10705.0
EBF1,2055.0
GCDH,8228.0
CHRAC1,7172.0
ASPRV1,7724.0
PDE1C,7900.0
HNRNPL,13011.0
LOC100519853,7234.0
LOC106505679,7673.0
LOC110255935,7985.0
ZNF470,7558.0
MSH3,8755.0
KANSL3,8310.0
AGO4,7778.0
MBD1,7125.0
ZNF581,8357.0
IL33,6861.0
PLEKHA5,8984.0
ACSS3,12954.0
PRR16,15158.0
ST7L,7822.0
LOC106509301,9691.0
ASB4,6920.0
HOMER2,12927.0
LOC110261648,2988.0
MAP2K5,7674.0
HEXIM2,8441.0
LOC102166500,7674.0
RNF207,9540.0
LRRFIP1,8386.0
LOC106504991,6182.0
HDAC9,7697.0
LOC100524391,9680.0
TMEM65,11616.0
LOC110259890,7894.0
PPP2R2B,8772.0
EID3,8152.0
FSCN2,6377.0
CHIC2,7498.0
EMC2,7700.0
ADGRD1,3826.0
CREBZF,8662.0
TMEM200A,9757.0
LOC102167067,6402.0
LOC102161584,7467.0
SIAH1,7207.0
LOC110255861,5888.0
GXYLT2,5781.0
MMP11,9317.0
LRRC2,7933.0
CDC14A,8446.0
HKDC1,8004.0
CENPJ,9146.0
LOC102162007,13819.0
JARID2,9943.0
LRCH3,9491.0
CD163,477.0
RBM39,6851.0
ZNF81,7380.0
PYGB,13352.0
ZC3H11A,7396.0
LOC102167692,6971.0
RB1CC1,8226.0
BLCAP,12003.0
CTSC,8169.0
ANK3,11568.0
LOC110257855,7780.0
CHODL,8142.0
LOC106509692,7583.0
LOC106509733,4709.0
AKAP13,8828.0
LOC110260681,9001.0
DAP3,8286.0
TNFSF9,9841.0
LOC110257077,7610.0
DNAJA2,8527.0
FNBP4,5885.0
ZNF462,9239.0
C9H1orf186,7230.0
TTC33,7747.0
SRSF10,10100.0
RPS2,6245.0
JMJD1C,6250.0
CNOT10,9285.0
ITPRIP,7647.0
CRIPT,6549.0
LOC102164650,9047.0
SUN2,2141.0
FRMPD4,8082.0
PRICKLE2,6508.0
METAP1,7508.0
LOC102160780,7335.0
SPATA17,7250.0
UBXN2A,6462.0
MIER1,6433.0
LOC102158214,8233.0
LOC106510411,6777.0
TRAF6,12523.0
LOC102165633,6425.0
ACTN2,16430.0
MFAP5,1017.0
AHNAK,4230.0
NRF1,7150.0
LOC100517194,12540.0
PPP1R12A,9731.0
AASDH,7263.0
CACNA1C,9452.0
ADPRH,8551.0
ARHGEF18,6045.0
SLU7,6435.0
UTRN,5025.0
ZNF106,8773.0
APAF1,6259.0
ZNF304,6578.0
CDNF,6342.0
XRCC4,7347.0
PHF14,6798.0
EPHB6,7005.0
LOC110256643,3860.0
MEF2C,5967.0
LOC110256084,8857.0
ACTR3,6577.0
DCLRE1B,6853.0
ZNF397,7451.0
PTGER3,11149.0
MITF,13501.0
ZCCHC8,6646.0
RUNX1T1,6535.0
SARNP,7324.0
LOC106507649,13254.0
ALDH16A1,5951.0
CCNT2,7458.0
ENTPD1,6589.0
PKNOX1,5520.0
LOC106510131,6187.0
NPTN,8183.0
PHLDB2,12327.0
IL17B,8592.0
LOC102162071,3032.0
LOC110256056,6967.0
EEF1A1,2634.0
TNS1,6342.0
LOC110259371,6675.0
SYNM,10071.0
INPP4B,9204.0
ASH1L,6679.0
ZUFSP,6394.0
SOX4,11563.0
DGKZ,6258.0
NSD3,6122.0
IGF2,792.0
LOC110260756,7971.0
ZBTB25,6916.0
SLC9B2,11056.0
MTPAP,7317.0
B3GALT5,6747.0
DOCK10,8495.0
TRAF5,7019.0
ADRA1A,6258.0
LOC110257596,7796.0
SLC5A8,7070.0
MKL2,5817.0
SLC38A9,6459.0
RPLP1,4828.0
CARS,6982.0
LOC106509455,5902.0
LOC110256765,9954.0
LOC110260244,6775.0
LRRC34,6693.0
SREK1,7697.0
LOC102157424,6699.0
SLC38A2,11176.0
ZNF197,6345.0
YTHDF2,7200.0
TIRAP,6821.0
LOC102160670,7305.0
TTC4,9586.0
LOC110261318,7829.0
SLC35B4,7988.0
CCNL2,5773.0
SRSF7,5646.0
TINF2,6265.0
PGM1,6183.0
PRPF40A,5852.0
POU1F1,7341.0
LOC110259220,5539.0
USP15,6778.0
FOXN3,7500.0
GOSR2,5236.0
RNPC3,7878.0
IL12RB2,7651.0
LOC100737511,7416.0
LOC110260809,5364.0
TMEM192,6509.0
ZNF143,5677.0
SATL1,8076.0
DCUN1D2,6080.0
CD86,7815.0
MPDZ,7136.0
TMC7,9396.0
SLC16A7,8256.0
SLMAP,7503.0
CHD9,5048.0
LOC106504205,6075.0
PCDH7,11197.0
SNAP29,6608.0
LOC102161749,5665.0
LOC110261188,10354.0
BRAF,7295.0
MKLN1,6839.0
CDH2,10281.0
SAT1,1225.0
RSRC1,6724.0
LOC100521972,6577.0
CWF19L1,7360.0
LOC100517712,5929.0
ATRX,5674.0
EIF2AK2,7977.0
GIPC2,4924.0
FMO2,3486.0
DYRK1A,7635.0
ACADSB,7665.0
KIAA0408,5662.0
ACYP1,7352.0
LCT,6067.0
YAE1D1,5179.0
TRMT10C,7273.0
ZNF35,6329.0
ERI1,6453.0
CFAP126,5788.0
ZNF292,5389.0
LOC102165834,5746.0
LOC110255744,6975.0
C14H1orf131,6462.0
LOC110257054,5165.0
LOC102165318,6911.0
ZNF41,6587.0
GLT8D1,6494.0
FGD4,5424.0
KTN1,4988.0
CEBPZOS,6151.0
LOC110260246,5914.0
TMEM236,6007.0
LOC100525417,5933.0
VPS13C,5819.0
PAPD4,6285.0
LOC100152848,7920.0
DEK,5622.0
LOC102161032,9244.0
CTNNA3,10026.0
ZBTB37,6695.0
AGO3,6882.0
GJA1,7425.0
ANKRD12,3354.0
LRRC8D,4878.0
ZDBF2,6783.0
FAM76A,5595.0
NAV2,8985.0
SLC41A1,6913.0
PPP3CC,7236.0
LOC100512977,7432.0
RBM5,5322.0
RERE,5822.0
KMT2E,4646.0
KLHL24,8508.0
RCHY1,5841.0
LOC110255459,5283.0
LOC102167697,6294.0
NUGGC,6049.0
PDLIM7,8006.0
MTMR8,5519.0
KCNJ2,7496.0
LOC100523215,5156.0
ZC3H10,4393.0
GCNT1,6334.0
ATXN1,7702.0
ACAP2,5022.0
LOC102159014,6651.0
H6PD,6900.0
LOC102165363,6403.0
MAST4,6781.0
TBCCD1,5884.0
LOC110256014,4638.0
PIP5K1A,5306.0
PER1,4799.0
TNFSF10,4828.0
GRIK1,6093.0
TMEM30A,6569.0
LOC110260332,6574.0
LOC106508127,5134.0
RHOQ,5581.0
GTF2E1,6036.0
FOXP1,6131.0
LOC102164818,7371.0
LOC110255500,5438.0
LOC106507496,5934.0
SEMA5A,3296.0
INSR,6358.0
COL4A2,2732.0
PKP2,9486.0
RBMX,7116.0
OIP5,7096.0
LOC106506539,6148.0
TRIM55,9510.0
OST4,6207.0
TMSB4X,809.0
LOC110259416,4780.0
CYP4V2,5227.0
DPH6,6178.0
LOC110261142,5805.0
KMT2C,4362.0
DOCK7,6104.0
FRMD4A,4305.0
ZNF764,6370.0
ASB10,4028.0
CHD2,6209.0
TCF12,5383.0
LOC102163764,6890.0
LOC110256161,4004.0
PAK2,6069.0
LOC100514340,7240.0
CELF1,4979.0
LOC110260347,5894.0
LOC110261324,5639.0
ZNF146,6126.0
MPHOSPH8,3977.0
LOC110261787,5131.0
NAGK,4714.0
BRI3BP,5271.0
TPT1,5319.0
SLTM,4970.0
LOC110255297,7645.0
ARHGAP24,5977.0
LOC110255759,7501.0
SYNE1,6410.0
LOC100623639,5076.0
ZNF331,6123.0
TYK2,5380.0
LOC100624077,628.0
GEMIN2,5094.0
LOC100524923,5802.0
LOC102157791,5413.0
RIPOR2,6229.0
CRY1,5778.0
LAMC1,3252.0
GNA15,5608.0
BORCS7,5771.0
EGR1,629.0
LOC102159476,6076.0
KIF1B,6668.0
VEZT,5829.0
PLAGL1,3886.0
FOPNL,5443.0
LOC102164595,7222.0
GNAS,3792.0
GGPS1,5088.0
GRK5,8999.0
DSN1,5294.0
RFX5,6515.0
PTMA,3014.0
LOC110256034,6395.0
RETREG1,6150.0
LOC100623720,934.0
GMEB1,5094.0
NFIB,4578.0
TBL2,4864.0
CPSF6,5809.0
STXBP6,6214.0
SUSD1,6959.0
EMR4,5243.0
TRA2B,3987.0
LOC110261467,6345.0
NUP54,4869.0
LAMA4,3789.0
RPS24,4367.0
SOCS5,7350.0
PKD2,4346.0
ASAH2,5402.0
CCDC12,5868.0
LOC106507755,6206.0
LOC102167685,5551.0
NUFIP2,4490.0
KLF6,1580.0
HP1BP3,4061.0
LOC100738812,5943.0
RBM15,5915.0
LOC106506681,5428.0
THSD4,4865.0
DISP2,5509.0
RBM26,5365.0
DNMT3A,4299.0
NIN,4765.0
B3GNT6,6854.0
LINGO4,5729.0
SVIL,8700.0
CNR1,5094.0
LARP1,4791.0
WSB1,2393.0
ZNF135,5565.0
EHBP1,10188.0
LOC102165528,5037.0
LOC106507787,5399.0
ETFBKMT,4559.0
LOC110257543,7659.0
LOC100738134,5262.0
RNF135,6316.0
LPL,6563.0
FGL2,6761.0
LOC110260979,6098.0
NFIA,3593.0
GFOD1,6129.0
U2SURP,4298.0
IRS2,2506.0
ENAH,6660.0
LOC100152566,8331.0
RINT1,4684.0
TBC1D5,5853.0
ZNF283,5597.0
RAPGEF2,5819.0
POU5F2,4752.0
GDAP2,5205.0
B2M,1397.0
SLC46A3,3922.0
IKZF2,4245.0
DIAPH2,6396.0
SOX5,3220.0
ZBTB8A,5514.0
LOC106505250,4762.0
ERCC6,5211.0
PPP3CB,5352.0
HNRNPF,3865.0
LOC110261321,6156.0
HELB,4988.0
LOC110260438,7197.0
LOC100624226,2220.0
GIGYF1,4555.0
PDK4,13933.0
QSER1,5606.0
UIMC1,4526.0
ZNF280D,5792.0
LOC110257189,5144.0
FBXW7,8306.0
COX7C,7417.0
VWA5A,5234.0
LARP4B,4318.0
LOC110257243,6390.0
FLNA,5546.0
HS2ST1,7283.0
PTP4A2,5104.0
LOC110260289,5064.0
TESPA1,5768.0
LOC100519643,5270.0
NAALADL2,5196.0
ENPP3,3983.0
MMRN2,4990.0
FKRP,4970.0
CHD1,5171.0
YBX3,4923.0
SNX1,5077.0
MARCH7,4385.0
BBIP1,4416.0
TARSL2,5559.0
LOC110256756,8949.0
LOC110256306,6013.0
RPE,4928.0
FAM237A,4963.0
CAMK2A,6172.0
LOC100623534,4294.0
SFXN3,5865.0
CREB5,4261.0
RPGR,5045.0
CCND1,4614.0
ZNF572,5194.0
PLSCR4,2126.0
LCORL,7129.0
PER3,4468.0
CCSER2,5399.0
SETX,3798.0
ATP6AP1L,5777.0
PPFIBP2,6328.0
TNNC1,5823.0
EPG5,4845.0
GHSR,5152.0
IL6ST,3251.0
PLXDC2,1601.0
LOC110262100,5605.0
TSPAN5,4000.0
RBPJ,1660.0
SRPK2,5092.0
FKBP5,3965.0
LRRC66,5681.0
LIN7A,4789.0
PFKFB2,5374.0
RNF8,5699.0
LOC102167078,4770.0
LOC110256614,5312.0
RPL10,3419.0
MYSM1,4078.0
TEAD1,4220.0
TXNDC16,5349.0
LOC100152209,5541.0
TESC,8906.0
TMEM245,4838.0
SIKE1,4693.0
RIMS1,5301.0
LOC102163402,4044.0
ZFP36L1,2099.0
CCDC14,4394.0
LOC100621431,4584.0
APBA3,5654.0
PDE7A,6819.0
OBSCN,7115.0
ATP5E,5176.0
RHOF,4978.0
NIPBL,4346.0
SIRT1,4805.0
LOC100511275,4899.0
CREBRF,3545.0
CD200,4905.0
SLFN11,5357.0
MRPL1,5857.0
ANK1,6713.0
RASA4B,5139.0
SPARCL1,1205.0
LOC110257158,2499.0
LMNTD1,7016.0
LMBR1L,5817.0
ARHGAP28,3652.0
LUC7L,5586.0
PPIG,4298.0
SPPL2A,5596.0
KIAA0391,4599.0
CST3,1050.0
PTK2B,5144.0
SRSF11,3865.0
FAM198B,3990.0
FKBP15,4503.0
ZNF614,5251.0
ZBTB38,5174.0
MYCBP2,4059.0
PKN2,3637.0
PDE4B,6780.0
RPS8,3023.0
LOC106507881,5733.0
C14H1orf198,5916.0
RAD51B,4596.0
NFE2L2,4361.0
LOC110255190,8134.0
SLCO1A2,4942.0
RBM23,5132.0
EIF4G2,4015.0
LOC102162605,4595.0
PCGF5,5425.0
PLN,5082.0
ABCD1,4744.0
ATP2C2,8524.0
ZNF668,4576.0
NUDT9,4785.0
KDM2A,3874.0
SAMD12,6169.0
LOC106506052,4230.0
ARPP21,4745.0
BDH2,5112.0
ZZZ3,5966.0
ADAP2,3959.0
FLYWCH1,5660.0
RDH10,5004.0
TNFAIP8,4497.0
LOC100739425,3174.0
MED13L,3151.0
MBOAT2,4904.0
XRN1,3012.0
HNRNPA2B1,3765.0
THAP9,5248.0
ZNF582,4911.0
TSTD3,5267.0
LOC110260355,4382.0
PAFAH2,4074.0
MGEA5,3137.0
LOC110255435,4229.0
OMD,2729.0
RRAD,4586.0
LOC100626250,4147.0
RPS15,2903.0
MED6,5660.0
ASB16,5552.0
ENPP4,4925.0
RSRC2,2282.0
LOC100512341,5082.0
RNF223,5027.0
ZNF789,3906.0
EN1,5305.0
LOC110257277,8859.0
SCRG1,4409.0
MPHOSPH9,5593.0
ACTR8,4328.0
NMRK2,2189.0
USP45,6501.0
WIPI2,4560.0
LRIG2,4066.0
FAM126A,3807.0
ATG7,4795.0
TRAK1,4667.0
SESN1,4048.0
NFYC,6764.0
C3H2orf73,4162.0
LOC102166063,4274.0
LOC100517751,4597.0
RNF125,3521.0
CD47,5260.0
CRNKL1,4332.0
KMT2A,3450.0
ZBTB16,7006.0
CFD,482.0
AKAP14,4169.0
MLKL,5350.0
TIPIN,4720.0
PHLDB1,3240.0
ARID5B,2055.0
LOC110261284,4920.0
NID1,2033.0
HSP90B1,3920.0
TRIP11,7004.0
DENND2A,3837.0
MXRA7,4715.0
C1GALT1,4761.0
TRIM52,5248.0
XYLB,4174.0
ERBIN,3661.0
ADAMTS5,698.0
LOC102160748,4549.0
TULP4,4065.0
ZEB2,1463.0
RBM25,2999.0
ZFYVE16,4092.0
TMSB10,740.0
RWDD2B,4627.0
LOC102161092,5061.0
ST3GAL4,3513.0
ZNF8,3714.0
LOC100516355,5055.0
BDH1,4001.0
TMEM182,7005.0
MYOM1,6232.0
CDC14B,4277.0
RAB11FIP4,5153.0
ESF1,3109.0
LOC100620498,4534.0
VPS13B,4531.0
DDX58,5377.0
USP16,4291.0
LOC100520452,4488.0
LOC100151870,4561.0
CDC42EP3,5521.0
PML,3823.0
GATA6,7677.0
GLRA3,4298.0
RPL13A,2689.0
LRRTM3,7239.0
ZNF518A,3672.0
ANKRD65,4879.0
ITM2B,1816.0
SLC16A14,5095.0
CAST,5113.0
ZNF594,4801.0
LOC110256047,4565.0
MFSD4B,4793.0
ANGEL2,3722.0
LOC100624067,4504.0
VIM,805.0
GAPVD1,4339.0
ASB13,3956.0
RPUSD4,4937.0
TMF1,4168.0
ARHGEF6,5354.0
N4BP2L2,4597.0
LAMB2,3287.0
SLC13A5,4309.0
DNAJC16,4239.0
EFNA5,5495.0
TRAPPC8,4417.0
LOC106509622,4011.0
PPFIA1,4639.0
LOC100522281,4801.0
COG6,4788.0
CCDC186,3413.0
ZNF436,6445.0
TGFA,4208.0
TMEM72,5557.0
HNRNPLL,4599.0
CCDC82,3322.0
SPON2,333.0
ITGB1BP2,5870.0
FERMT2,5333.0
GLG1,4670.0
EPB41L5,5283.0
TET2,2832.0
ADAM7,4935.0
PPP1R12B,5770.0
LOC110261285,4395.0
KIF3B,4185.0
LOC110256702,4345.0
TBC1D32,4275.0
CIITA,4383.0
MAP7D1,4572.0
HECW1,4285.0
LOC106508724,3690.0
RNF19A,3785.0
MARCKS,617.0
LOC110255782,5878.0
FBXO25,3702.0
ISPD,4730.0
ZNF7,4092.0
EREG,4425.0
CLIC6,3747.0
ACOX1,4208.0
LOC102166622,4986.0
ATM,3103.0
RPAP3,3809.0
MALT1,4783.0
PRKAA2,9922.0
F11,5327.0
LOC110262049,2725.0
SSH1,3057.0
HPGD,1206.0
DCK,4303.0
THOC2,3679.0
FZD3,4332.0
ZYG11B,4849.0
SCAF11,2973.0
LAMB1,1944.0
LOC110257026,3763.0
RPL27A,2749.0
LOC102159599,4124.0
SCAF8,4361.0
ARHGAP5,4612.0
LOC106508271,3613.0
IMMP2L,4331.0
CCNB1IP1,5041.0
BRD9,3144.0
SLC26A1,4147.0
LOC110262225,4396.0
C12H17orf80,3976.0
ADNP,3633.0
PRELID3A,4684.0
AGGF1,4370.0
SGIP1,4588.0
RGMA,2020.0
DCLK1,3453.0
AVIL,3679.0
GPR21,4095.0
ARL16,4265.0
MEST,3991.0
ATF7,4076.0
GIMAP1,1942.0
CYP27B1,4168.0
TMEM241,3925.0
RMDN2,3986.0
CACNB2,6960.0
PPP1R10,4501.0
SLA-1,902.0
ZNF333,5125.0
RBM20,5999.0
LOC110260091,3655.0
ENPP1,3322.0
CFDP1,3658.0
LOC110256637,3352.0
METTL25,4544.0
COLGALT1,3095.0
ZCCHC24,3445.0
DOCK5,4249.0
ZNF511,4030.0
LOC110259828,4218.0
GABPB2,3791.0
RPS29,3035.0
DDIT4L,4334.0
LOC102158192,5208.0
PELI1,3100.0
NEK5,4293.0
UBE2H,5203.0
ACOT13,5262.0
ELK4,3508.0
ABCC5,2648.0
DMTF1,4308.0
FTH1,2523.0
SPATA6L,4821.0
CIPC,4429.0
TXLNB,4659.0
LOC102165822,3985.0
MTERF3,4411.0
LOC102166005,3922.0
LOC100736666,3807.0
BAG4,4309.0
GALNT15,4223.0
ARF1,3579.0
RABGAP1L,4079.0
STEAP2,5711.0
RNF152,3429.0
LOC100737021,4480.0
EML4,3497.0
LANCL2,3655.0
LOC100737060,4219.0
SNX7,4125.0
CXADR,5292.0
PTP4A3,2640.0
LOC110260905,4310.0
LOC102160389,4730.0
TARDBP,3575.0
ST3GAL5,4095.0
FBXL18,3554.0
CCDC141,6603.0
UPF2,3242.0
LOC110260060,4137.0
DIRC2,4405.0
EPB41L2,598.0
GOLGB1,2785.0
SLC12A7,4613.0
CMTM7,3326.0
RHOBTB2,4124.0
SYT16,4246.0
PRR7,3367.0
LOC102163845,4008.0
POGLUT1,4476.0
ZNF662,3343.0
SERF2,2975.0
SPRY1,456.0
SRL,5987.0
NUP43,3814.0
LOC100621494,4035.0
ASB15,3555.0
JPH1,6407.0
ZNRF1,6112.0
EPB41,4296.0
DDHD2,3637.0
EMP2,3580.0
DCAF11,3980.0
FSTL1,1408.0
LOC110257276,5702.0
LOC100525346,3902.0
LOC106505879,5386.0
LOC102165110,3870.0
TRIM72,3698.0
POFUT1,2889.0
PPP4R1L,3504.0
LOC110261654,4305.0
LOC100736659,4831.0
GTF2H3,3922.0
ZFC3H1,3350.0
LOC100523897,3242.0
ZC3H8,4172.0
FAM151B,4089.0
SMAD4,3513.0
MLLT6,2933.0
SUPT20H,3392.0
HECTD4,3530.0
LOC102165008,4216.0
TUBGCP6,3956.0
ZNF207,4782.0
LOC102158108,3987.0
LOC110256850,6557.0
MTFR2,3616.0
FNDC3A,2866.0
KIAA0754,5239.0
LOC100515643,3892.0
TMEM132D,3256.0
CXHXorf21,3019.0
BPTF,2712.0
VWA3B,4240.0
TM4SF19,4251.0
ATP5B,7264.0
EIF1,1723.0
LOC110259948,3475.0
STRN3,4435.0
RPS20,2103.0
NDUFS6,4835.0
LOC100739365,5866.0
ST8SIA5,4082.0
RPL23,2192.0
KLHL15,3293.0
SPAG9,3407.0
SLC25A40,4011.0
C3AR1,3074.0
NVL,3783.0
EEF2,2144.0
LOC110255743,6416.0
RMND5B,4393.0
CTGF,2126.0
NOVA1,1523.0
MOB1B,3895.0
SAP18,3537.0
RPL7A,2418.0
LOC102166619,4101.0
ZBTB5,4127.0
RMDN1,4148.0
ARHGEF2,4258.0
BCL2L13,4191.0
LOC100511862,6344.0
LOC102160169,4211.0
BOD1L1,2656.0
ZNF664,4837.0
ADAL,3910.0
NDRG2,4713.0
LOC110261989,3812.0
YIPF1,3313.0
FAT1,3235.0
RNMT,2917.0
SNTB2,3261.0
LOC100524378,3898.0
C14H12orf49,4016.0
YPEL2,4431.0
LOC110260087,4739.0
FAM185A,4936.0
