,aggregate_gene_expression
RNF168,6109.0
LOC100523609,13174.0
SRRM1,10777.0
NBEAL1,8474.0
LOC110260100,13561.0
TSPAN12,22586.0
MAVS,9026.0
CDK12,7571.0
PXMP4,9316.0
ESRRG,14270.0
LOC110261048,9383.0
SNRNP70,9082.0
TOMM70,7854.0
PLCH1,11045.0
MAP4,7791.0
EBF1,1572.0
GCDH,9223.0
CHRAC1,7735.0
ASPRV1,7855.0
PDE1C,11215.0
HNRNPL,11756.0
LOC100519853,7144.0
LOC106505679,12098.0
LOC110255935,8769.0
ZNF470,7806.0
MSH3,11369.0
KANSL3,8913.0
AGO4,5387.0
MBD1,7641.0
ZNF581,9417.0
IL33,8155.0
PLEKHA5,10731.0
ACSS3,20942.0
PRR16,7938.0
ST7L,8288.0
LOC106509301,9476.0
ASB4,8364.0
HOMER2,9532.0
LOC110261648,3697.0
MAP2K5,8302.0
HEXIM2,6605.0
LOC102166500,7091.0
RNF207,16535.0
LRRFIP1,10853.0
LOC106504991,4009.0
HDAC9,8680.0
LOC100524391,7698.0
TMEM65,7804.0
LOC110259890,7750.0
PPP2R2B,9789.0
EID3,7813.0
FSCN2,10630.0
CHIC2,6585.0
EMC2,10141.0
ADGRD1,2628.0
CREBZF,6108.0
TMEM200A,12706.0
LOC102167067,5558.0
LOC102161584,8033.0
SIAH1,7546.0
LOC110255861,7926.0
GXYLT2,5503.0
MMP11,11723.0
LRRC2,20199.0
CDC14A,8352.0
HKDC1,10605.0
CENPJ,9361.0
LOC102162007,9915.0
JARID2,8318.0
LRCH3,9697.0
CD163,220.0
RBM39,7643.0
ZNF81,7378.0
PYGB,17938.0
ZC3H11A,6045.0
LOC102167692,6366.0
RB1CC1,8159.0
BLCAP,7509.0
CTSC,18286.0
ANK3,9233.0
LOC110257855,7356.0
CHODL,8267.0
LOC106509692,6601.0
LOC106509733,5086.0
AKAP13,5703.0
LOC110260681,13817.0
DAP3,7825.0
TNFSF9,6442.0
LOC110257077,7697.0
DNAJA2,7742.0
FNBP4,7063.0
ZNF462,7275.0
C9H1orf186,7089.0
TTC33,7939.0
SRSF10,11147.0
RPS2,4319.0
JMJD1C,10456.0
CNOT10,13812.0
ITPRIP,7791.0
CRIPT,6460.0
LOC102164650,6834.0
SUN2,21904.0
FRMPD4,7959.0
PRICKLE2,12957.0
METAP1,6894.0
LOC102160780,9145.0
SPATA17,7933.0
UBXN2A,5691.0
MIER1,6715.0
LOC102158214,8795.0
LOC106510411,7572.0
TRAF6,13937.0
LOC102165633,6675.0
ACTN2,28024.0
MFAP5,694.0
AHNAK,3105.0
NRF1,5859.0
LOC100517194,10383.0
PPP1R12A,10737.0
AASDH,6616.0
CACNA1C,10413.0
ADPRH,10464.0
ARHGEF18,6143.0
SLU7,6968.0
UTRN,7352.0
ZNF106,8267.0
APAF1,7366.0
ZNF304,6863.0
CDNF,6787.0
XRCC4,8915.0
PHF14,6957.0
EPHB6,7342.0
LOC110256643,1957.0
MEF2C,8884.0
LOC110256084,5192.0
ACTR3,6219.0
DCLRE1B,6487.0
ZNF397,8551.0
PTGER3,8747.0
MITF,9462.0
ZCCHC8,5784.0
RUNX1T1,8072.0
SARNP,6969.0
LOC106507649,10126.0
ALDH16A1,6463.0
CCNT2,6738.0
ENTPD1,6009.0
PKNOX1,7279.0
LOC106510131,6038.0
NPTN,11917.0
PHLDB2,10225.0
IL17B,10459.0
LOC102162071,73994.0
LOC110256056,6752.0
EEF1A1,2427.0
TNS1,6082.0
LOC110259371,6875.0
SYNM,19144.0
INPP4B,13063.0
ASH1L,7345.0
ZUFSP,5615.0
SOX4,8288.0
DGKZ,6505.0
NSD3,5731.0
IGF2,771.0
LOC110260756,9961.0
ZBTB25,7844.0
SLC9B2,15912.0
MTPAP,6578.0
B3GALT5,6626.0
DOCK10,19386.0
TRAF5,7784.0
ADRA1A,6906.0
LOC110257596,7998.0
SLC5A8,7421.0
MKL2,4933.0
SLC38A9,5971.0
RPLP1,3954.0
CARS,6754.0
LOC106509455,6148.0
LOC110256765,12677.0
LOC110260244,10390.0
LRRC34,6168.0
SREK1,7138.0
LOC102157424,6830.0
SLC38A2,8822.0
ZNF197,6721.0
YTHDF2,5889.0
TIRAP,7495.0
LOC102160670,8374.0
TTC4,11524.0
LOC110261318,6964.0
SLC35B4,9134.0
CCNL2,6150.0
SRSF7,3621.0
TINF2,6019.0
PGM1,6138.0
PRPF40A,5507.0
POU1F1,8299.0
LOC110259220,6431.0
USP15,7816.0
FOXN3,5818.0
GOSR2,4637.0
RNPC3,5309.0
IL12RB2,8913.0
LOC100737511,7344.0
LOC110260809,5464.0
TMEM192,7035.0
ZNF143,5485.0
SATL1,9140.0
DCUN1D2,6886.0
CD86,9397.0
MPDZ,6187.0
TMC7,16163.0
SLC16A7,13076.0
SLMAP,12224.0
CHD9,6230.0
LOC106504205,6457.0
PCDH7,12044.0
SNAP29,6332.0
LOC102161749,5315.0
LOC110261188,7718.0
BRAF,6872.0
MKLN1,7021.0
CDH2,7637.0
SAT1,1696.0
RSRC1,6502.0
LOC100521972,7588.0
CWF19L1,8287.0
LOC100517712,5863.0
ATRX,6629.0
EIF2AK2,9819.0
GIPC2,4454.0
FMO2,3596.0
DYRK1A,7805.0
ACADSB,8808.0
KIAA0408,5220.0
ACYP1,11330.0
LCT,5514.0
YAE1D1,6820.0
TRMT10C,7427.0
ZNF35,5327.0
ERI1,6425.0
CFAP126,6498.0
ZNF292,6440.0
LOC102165834,6974.0
LOC110255744,8096.0
C14H1orf131,7373.0
LOC110257054,5125.0
LOC102165318,6832.0
ZNF41,6520.0
GLT8D1,7034.0
FGD4,7196.0
KTN1,6131.0
CEBPZOS,7001.0
LOC110260246,8759.0
TMEM236,6426.0
LOC100525417,6122.0
VPS13C,6869.0
PAPD4,5624.0
LOC100152848,9226.0
DEK,6518.0
LOC102161032,8010.0
CTNNA3,13935.0
ZBTB37,5512.0
AGO3,7380.0
GJA1,6249.0
ANKRD12,4014.0
LRRC8D,5232.0
ZDBF2,5711.0
FAM76A,7020.0
NAV2,11496.0
SLC41A1,10362.0
PPP3CC,6485.0
LOC100512977,7930.0
RBM5,5645.0
RERE,7269.0
KMT2E,5456.0
KLHL24,6278.0
RCHY1,5728.0
LOC110255459,7735.0
LOC102167697,5001.0
NUGGC,7448.0
PDLIM7,9972.0
MTMR8,6788.0
KCNJ2,7805.0
LOC100523215,5258.0
ZC3H10,3158.0
GCNT1,6677.0
ATXN1,7356.0
ACAP2,4071.0
LOC102159014,7732.0
H6PD,6549.0
LOC102165363,6532.0
MAST4,7392.0
TBCCD1,7539.0
LOC110256014,8748.0
PIP5K1A,6270.0
PER1,7704.0
TNFSF10,5376.0
GRIK1,25479.0
TMEM30A,4777.0
LOC110260332,8022.0
LOC106508127,4866.0
RHOQ,10305.0
GTF2E1,5795.0
FOXP1,3920.0
LOC102164818,7980.0
LOC110255500,7318.0
LOC106507496,5913.0
SEMA5A,4471.0
INSR,6406.0
COL4A2,1777.0
PKP2,8473.0
RBMX,6554.0
OIP5,5409.0
LOC106506539,7163.0
TRIM55,16283.0
OST4,5463.0
TMSB4X,1224.0
LOC110259416,14953.0
CYP4V2,5541.0
DPH6,6944.0
LOC110261142,5820.0
KMT2C,6418.0
DOCK7,5858.0
FRMD4A,4433.0
ZNF764,13885.0
ASB10,7122.0
CHD2,11163.0
TCF12,6000.0
LOC102163764,8174.0
LOC110256161,4072.0
PAK2,5685.0
LOC100514340,5774.0
CELF1,5929.0
LOC110260347,6953.0
LOC110261324,4970.0
ZNF146,5262.0
MPHOSPH8,4086.0
LOC110261787,6976.0
NAGK,4768.0
BRI3BP,5374.0
TPT1,2874.0
SLTM,5071.0
LOC110255297,9308.0
ARHGAP24,6001.0
LOC110255759,11673.0
SYNE1,9836.0
LOC100623639,4918.0
ZNF331,6826.0
TYK2,7244.0
LOC100624077,232.0
GEMIN2,6244.0
LOC100524923,10630.0
LOC102157791,15969.0
RIPOR2,5471.0
CRY1,5775.0
LAMC1,2187.0
GNA15,6437.0
BORCS7,5350.0
EGR1,1050.0
LOC102159476,6496.0
KIF1B,6419.0
VEZT,6195.0
PLAGL1,3978.0
FOPNL,6186.0
LOC102164595,7843.0
GNAS,3220.0
GGPS1,4513.0
GRK5,14177.0
DSN1,5217.0
RFX5,6410.0
PTMA,2270.0
LOC110256034,6763.0
RETREG1,25414.0
LOC100623720,816.0
GMEB1,6300.0
NFIB,3841.0
TBL2,4176.0
CPSF6,4704.0
STXBP6,8000.0
SUSD1,6358.0
EMR4,5950.0
TRA2B,5213.0
LOC110261467,6567.0
NUP54,2440.0
LAMA4,3807.0
RPS24,4976.0
SOCS5,5856.0
PKD2,3533.0
ASAH2,5751.0
CCDC12,5032.0
LOC106507755,7187.0
LOC102167685,6504.0
NUFIP2,3391.0
KLF6,3526.0
HP1BP3,3158.0
LOC100738812,3263.0
RBM15,4597.0
LOC106506681,5713.0
THSD4,6816.0
DISP2,4795.0
RBM26,4468.0
DNMT3A,4257.0
NIN,4751.0
B3GNT6,5739.0
LINGO4,7169.0
SVIL,8259.0
CNR1,3975.0
LARP1,5150.0
WSB1,2563.0
ZNF135,5111.0
EHBP1,42445.0
LOC102165528,5338.0
LOC106507787,5409.0
ETFBKMT,4763.0
LOC110257543,5731.0
LOC100738134,5614.0
RNF135,6640.0
LPL,12517.0
FGL2,5488.0
LOC110260979,6034.0
NFIA,4195.0
GFOD1,6105.0
U2SURP,5574.0
IRS2,12195.0
ENAH,5180.0
LOC100152566,11626.0
RINT1,4517.0
TBC1D5,5868.0
ZNF283,4362.0
RAPGEF2,6754.0
POU5F2,4546.0
GDAP2,6507.0
B2M,2446.0
SLC46A3,3867.0
IKZF2,3119.0
DIAPH2,5178.0
SOX5,3624.0
ZBTB8A,4898.0
LOC106505250,4460.0
ERCC6,6423.0
PPP3CB,3676.0
HNRNPF,4915.0
LOC110261321,8066.0
HELB,4603.0
LOC110260438,6604.0
LOC100624226,3049.0
GIGYF1,4663.0
PDK4,1373.0
QSER1,4418.0
UIMC1,4120.0
ZNF280D,5406.0
LOC110257189,5124.0
FBXW7,31614.0
COX7C,6813.0
VWA5A,5240.0
LARP4B,6858.0
LOC110257243,8389.0
FLNA,7962.0
HS2ST1,10393.0
PTP4A2,7485.0
LOC110260289,5495.0
TESPA1,5972.0
LOC100519643,5153.0
NAALADL2,5368.0
ENPP3,3729.0
MMRN2,5341.0
FKRP,4518.0
CHD1,4030.0
YBX3,4375.0
SNX1,4702.0
MARCH7,4522.0
BBIP1,5700.0
TARSL2,6644.0
LOC110256756,11810.0
LOC110256306,6030.0
RPE,6187.0
FAM237A,5106.0
CAMK2A,15118.0
LOC100623534,4305.0
SFXN3,5617.0
CREB5,3355.0
RPGR,4765.0
CCND1,2938.0
ZNF572,5112.0
PLSCR4,2004.0
LCORL,5842.0
PER3,5187.0
CCSER2,6115.0
SETX,4869.0
ATP6AP1L,8454.0
PPFIBP2,6428.0
TNNC1,7506.0
EPG5,6311.0
GHSR,5877.0
IL6ST,1951.0
PLXDC2,1806.0
LOC110262100,5897.0
TSPAN5,3717.0
RBPJ,1287.0
SRPK2,6820.0
FKBP5,2320.0
LRRC66,5965.0
LIN7A,4813.0
PFKFB2,11931.0
RNF8,5202.0
LOC102167078,6276.0
LOC110256614,4946.0
RPL10,2589.0
MYSM1,4156.0
TEAD1,5318.0
TXNDC16,5138.0
LOC100152209,6204.0
TESC,8836.0
TMEM245,5527.0
SIKE1,4219.0
RIMS1,5343.0
LOC102163402,4799.0
ZFP36L1,1111.0
CCDC14,4068.0
LOC100621431,4942.0
APBA3,4049.0
PDE7A,29432.0
OBSCN,6893.0
ATP5E,3936.0
RHOF,2575.0
NIPBL,4863.0
SIRT1,4904.0
LOC100511275,4786.0
CREBRF,3255.0
CD200,6468.0
SLFN11,4847.0
MRPL1,7006.0
ANK1,17952.0
RASA4B,6325.0
SPARCL1,876.0
LOC110257158,2267.0
LMNTD1,4761.0
LMBR1L,6881.0
ARHGAP28,4563.0
LUC7L,7109.0
PPIG,3719.0
SPPL2A,5711.0
KIAA0391,4748.0
CST3,823.0
PTK2B,5055.0
SRSF11,3216.0
FAM198B,3666.0
FKBP15,4482.0
ZNF614,5278.0
ZBTB38,4681.0
MYCBP2,5601.0
PKN2,3578.0
PDE4B,10710.0
RPS8,2428.0
LOC106507881,5384.0
C14H1orf198,5245.0
RAD51B,4561.0
NFE2L2,4887.0
LOC110255190,5061.0
SLCO1A2,6627.0
RBM23,6130.0
EIF4G2,3664.0
LOC102162605,4503.0
PCGF5,5477.0
PLN,9026.0
ABCD1,12051.0
ATP2C2,7220.0
ZNF668,6520.0
NUDT9,4567.0
KDM2A,4562.0
SAMD12,9581.0
LOC106506052,4287.0
ARPP21,5424.0
BDH2,4631.0
ZZZ3,6408.0
ADAP2,4366.0
FLYWCH1,6372.0
RDH10,4898.0
TNFAIP8,6969.0
LOC100739425,2415.0
MED13L,2107.0
MBOAT2,5403.0
XRN1,3132.0
HNRNPA2B1,5222.0
THAP9,3882.0
ZNF582,5343.0
TSTD3,4686.0
LOC110260355,5090.0
PAFAH2,3789.0
MGEA5,2622.0
LOC110255435,4715.0
OMD,2483.0
RRAD,27955.0
LOC100626250,3855.0
RPS15,1996.0
MED6,5220.0
ASB16,5963.0
ENPP4,4169.0
RSRC2,2761.0
LOC100512341,5141.0
RNF223,6302.0
ZNF789,3805.0
EN1,4111.0
LOC110257277,8662.0
SCRG1,4701.0
MPHOSPH9,10731.0
ACTR8,4015.0
NMRK2,41378.0
USP45,8260.0
WIPI2,4870.0
LRIG2,4790.0
FAM126A,3926.0
ATG7,4761.0
TRAK1,3339.0
SESN1,3016.0
NFYC,6091.0
C3H2orf73,5635.0
LOC102166063,4888.0
LOC100517751,3865.0
RNF125,7235.0
CD47,6108.0
CRNKL1,4536.0
KMT2A,3333.0
ZBTB16,7457.0
CFD,248.0
AKAP14,4448.0
MLKL,5430.0
TIPIN,4568.0
PHLDB1,6125.0
ARID5B,8270.0
LOC110261284,4339.0
NID1,1625.0
HSP90B1,3111.0
TRIP11,6587.0
DENND2A,3491.0
MXRA7,2979.0
C1GALT1,4733.0
TRIM52,2866.0
XYLB,4245.0
ERBIN,3040.0
ADAMTS5,187.0
LOC102160748,5226.0
TULP4,3783.0
ZEB2,1435.0
RBM25,4726.0
ZFYVE16,2922.0
TMSB10,1626.0
RWDD2B,4844.0
LOC102161092,6177.0
ST3GAL4,3374.0
ZNF8,3840.0
LOC100516355,4520.0
BDH1,8129.0
TMEM182,8129.0
MYOM1,9175.0
CDC14B,3959.0
RAB11FIP4,3466.0
ESF1,5982.0
LOC100620498,3259.0
VPS13B,4657.0
DDX58,5904.0
USP16,3939.0
LOC100520452,5907.0
LOC100151870,4966.0
CDC42EP3,4538.0
PML,3756.0
GATA6,4576.0
GLRA3,4471.0
RPL13A,2610.0
LRRTM3,9219.0
ZNF518A,4076.0
ANKRD65,4417.0
ITM2B,1041.0
SLC16A14,5437.0
CAST,8215.0
ZNF594,6703.0
LOC110256047,4534.0
MFSD4B,5427.0
ANGEL2,3045.0
LOC100624067,4842.0
VIM,778.0
GAPVD1,3507.0
ASB13,3795.0
RPUSD4,4389.0
TMF1,3342.0
ARHGEF6,4307.0
N4BP2L2,5374.0
LAMB2,4687.0
SLC13A5,3945.0
DNAJC16,4560.0
EFNA5,4759.0
TRAPPC8,6320.0
LOC106509622,5975.0
PPFIA1,4617.0
LOC100522281,5029.0
COG6,4896.0
CCDC186,2833.0
ZNF436,7268.0
TGFA,3673.0
TMEM72,7611.0
HNRNPLL,6157.0
CCDC82,3921.0
SPON2,479.0
ITGB1BP2,7920.0
FERMT2,5903.0
GLG1,4137.0
EPB41L5,4961.0
TET2,3073.0
ADAM7,4835.0
PPP1R12B,8621.0
LOC110261285,4073.0
KIF3B,5748.0
LOC110256702,4108.0
TBC1D32,4046.0
CIITA,4730.0
MAP7D1,5752.0
HECW1,5656.0
LOC106508724,3810.0
RNF19A,26409.0
MARCKS,578.0
LOC110255782,8081.0
FBXO25,3402.0
ISPD,5260.0
ZNF7,4966.0
EREG,4153.0
CLIC6,4382.0
ACOX1,3082.0
LOC102166622,4849.0
ATM,4232.0
RPAP3,3200.0
MALT1,6345.0
PRKAA2,9468.0
F11,6512.0
LOC110262049,4055.0
SSH1,3783.0
HPGD,919.0
DCK,4351.0
THOC2,4377.0
FZD3,4016.0
ZYG11B,3767.0
SCAF11,2886.0
LAMB1,1529.0
LOC110257026,3975.0
RPL27A,2245.0
LOC102159599,5105.0
SCAF8,3735.0
ARHGAP5,4803.0
LOC106508271,3442.0
IMMP2L,4594.0
CCNB1IP1,4371.0
BRD9,3376.0
SLC26A1,4944.0
LOC110262225,4133.0
C12H17orf80,4138.0
ADNP,3367.0
PRELID3A,4818.0
AGGF1,4982.0
SGIP1,4774.0
RGMA,2272.0
DCLK1,3443.0
AVIL,1917.0
GPR21,4395.0
ARL16,4780.0
MEST,4098.0
ATF7,3777.0
GIMAP1,2325.0
CYP27B1,4128.0
TMEM241,4332.0
RMDN2,3241.0
CACNB2,12006.0
PPP1R10,3937.0
SLA-1,4671.0
ZNF333,5158.0
RBM20,6273.0
LOC110260091,3997.0
ENPP1,1397.0
CFDP1,4133.0
LOC110256637,3385.0
METTL25,3823.0
COLGALT1,4166.0
ZCCHC24,3004.0
DOCK5,4084.0
ZNF511,4375.0
LOC110259828,4340.0
GABPB2,3236.0
RPS29,2265.0
DDIT4L,3970.0
LOC102158192,4480.0
PELI1,3968.0
NEK5,4145.0
UBE2H,4589.0
ACOT13,3932.0
ELK4,3097.0
ABCC5,2447.0
DMTF1,4104.0
FTH1,2259.0
SPATA6L,5167.0
CIPC,7563.0
TXLNB,4750.0
LOC102165822,6547.0
MTERF3,4324.0
LOC102166005,4733.0
LOC100736666,3097.0
BAG4,5412.0
GALNT15,4825.0
ARF1,3282.0
RABGAP1L,4025.0
STEAP2,6331.0
RNF152,3308.0
LOC100737021,4179.0
EML4,3172.0
LANCL2,3491.0
LOC100737060,4050.0
SNX7,3981.0
CXADR,6210.0
PTP4A3,7678.0
LOC110260905,5282.0
LOC102160389,5339.0
TARDBP,2462.0
ST3GAL5,4620.0
FBXL18,2851.0
CCDC141,8444.0
UPF2,3008.0
LOC110260060,5036.0
DIRC2,3944.0
EPB41L2,682.0
GOLGB1,2932.0
SLC12A7,6538.0
CMTM7,3507.0
RHOBTB2,5000.0
SYT16,5968.0
PRR7,2023.0
LOC102163845,4006.0
POGLUT1,3703.0
ZNF662,3937.0
SERF2,3668.0
SPRY1,155.0
SRL,5891.0
NUP43,4276.0
LOC100621494,3873.0
ASB15,6535.0
JPH1,21333.0
ZNRF1,7364.0
EPB41,5400.0
DDHD2,3749.0
EMP2,4221.0
DCAF11,4247.0
FSTL1,1059.0
LOC110257276,10779.0
LOC100525346,3837.0
LOC106505879,3894.0
LOC102165110,4012.0
TRIM72,3397.0
POFUT1,2979.0
PPP4R1L,3088.0
LOC110261654,4837.0
LOC100736659,4617.0
GTF2H3,3948.0
ZFC3H1,2455.0
LOC100523897,3276.0
ZC3H8,3787.0
FAM151B,3505.0
SMAD4,3427.0
MLLT6,2670.0
SUPT20H,3620.0
HECTD4,4774.0
LOC102165008,4299.0
TUBGCP6,4393.0
ZNF207,4885.0
LOC102158108,3300.0
LOC110256850,3783.0
MTFR2,7488.0
FNDC3A,2871.0
KIAA0754,5288.0
LOC100515643,3667.0
TMEM132D,3645.0
CXHXorf21,3206.0
BPTF,3663.0
VWA3B,5410.0
TM4SF19,4314.0
ATP5B,5743.0
EIF1,2403.0
LOC110259948,3668.0
STRN3,4482.0
RPS20,1754.0
NDUFS6,4692.0
LOC100739365,5429.0
ST8SIA5,4763.0
RPL23,1694.0
KLHL15,3602.0
SPAG9,2713.0
SLC25A40,3389.0
C3AR1,5547.0
NVL,6370.0
EEF2,2990.0
LOC110255743,5963.0
RMND5B,3335.0
CTGF,1038.0
NOVA1,1715.0
MOB1B,3706.0
SAP18,3662.0
RPL7A,2235.0
LOC102166619,4145.0
ZBTB5,3304.0
RMDN1,3061.0
ARHGEF2,2036.0
BCL2L13,3873.0
LOC100511862,3108.0
LOC102160169,3999.0
BOD1L1,2634.0
ZNF664,3818.0
ADAL,3279.0
NDRG2,2874.0
LOC110261989,3799.0
YIPF1,3783.0
FAT1,8628.0
RNMT,3007.0
SNTB2,2409.0
LOC100524378,3776.0
C14H12orf49,4619.0
YPEL2,3819.0
LOC110260087,4541.0
FAM185A,4146.0
